Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
P51583	reviewed	PUR6_RAT	Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase (PAICS) [Includes: Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC); Phosphoribosylaminoimidazole succinocarboxamide synthetase (EC 6.3.2.6) (SAICAR synthetase)]	Paics Ade2 Airc	Rattus norvegicus (Rat)	425	Paics	10116
P52873	reviewed	PYC_RAT	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	Pc	Rattus norvegicus (Rat)	1178	Pc	10116
P53615	reviewed	CAN_YEAST	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase) (Non-classical export protein 3)	NCE103 NCE3 YNL036W N2695	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221	NCE103	559292
P54645	reviewed	AAPK1_RAT	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	Prkaa1 Ampk1	Rattus norvegicus (Rat)	559	Prkaa1	10116
P54646	reviewed	AAPK2_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2 AMPK AMPK2	Homo sapiens (Human)	552	PRKAA2	9606
P56765	reviewed	ACCD_ARATH	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD AtCg00500	Arabidopsis thaliana (Mouse-ear cress)	488	accD	3702
P56839	reviewed	PEPM_MYTED	Phosphoenolpyruvate phosphomutase (PEP mutase) (PEP phosphomutase) (Phosphoenolpyruvate mutase) (EC 5.4.2.9)		Mytilus edulis (Blue mussel)	295		6550
P72758	reviewed	CCMM_SYNY3	Carboxysome assembly protein CcmM (CcmM73) (M73) (Carbon dioxide concentrating mechanism protein CcmM)	ccmM sll1031	Synechocystis sp. (strain PCC 6803 / Kazusa)	687	ccmM	1111708
P77541	reviewed	PRPB_ECOLI	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	prpB yahQ b0331 JW0323	Escherichia coli (strain K12)	296	prpB	83333
P78820	reviewed	ACAC_SCHPO	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Cell untimely torn protein 6) [Includes: Biotin carboxylase (EC 6.3.4.14)]	cut6 SPAC56E4.04c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	2280	cut6	284812
P92958	reviewed	KIN11_ARATH	SNF1-related protein kinase catalytic subunit alpha KIN11 (AKIN11) (EC 2.7.11.1) (AKIN alpha-1) (AKINalpha1) (SNF1-related kinase 1.2) (SnRK1.2)	KIN11 AKIN11 SNR1 SNRK1.2 At3g29160 MXE2.16	Arabidopsis thaliana (Mouse-ear cress)	512	KIN11	3702
P96890	reviewed	ACCA3_MYCTU	Biotin-dependent acyl-coenzyme A carboxylase alpha3 subunit [Includes: Biotin carboxylase (BC) (EC 6.3.4.14); Biotin carboxyl carrier protein (BCCP)]	accA3 Rv3285	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	600	accA3	83332
P9WQH5	reviewed	ACCD6_MYCTU	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta6 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-)	accD6 Rv2247 MTCY427.28	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	473	accD6	83332
P9WQH7	reviewed	ACCD5_MYCTU	Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit (Acetyl-CoA carboxylase) (ACC) (EC 2.1.3.15) (Propionyl-CoA carboxylase) (PCC) (EC 2.1.3.-)	accD5 pccB Rv3280 MTCY71.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	548	accD5	83332
Q00955	reviewed	ACAC_YEAST	Acetyl-CoA carboxylase (ACC) (EC 6.4.1.2) (Fatty acid synthetase 3) (mRNA transport-defective protein 7) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 ABP2 FAS3 MTR7 YNR016C N3175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	2233	ACC1	559292
Q03511	reviewed	CCMK2_SYNE7	Carboxysome shell protein CcmK2 (Carbon dioxide-concentrating mechanism protein CcmK2)	ccmK2 ccmK ccmK1 Synpcc7942_1421	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	102	ccmK2	1140
Q03513	reviewed	CCMM_SYNE7	Carboxysome assembly protein CcmM (CcmM58) (M58) (Carbon dioxide concentrating mechanism protein CcmM) (Carboxysome shell associated protein CcmM)	ccmM Synpcc7942_1423	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	539	ccmM	1140
Q05920	reviewed	PYC_MOUSE	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	Pc Pcx	Mus musculus (Mouse)	1178	Pc	10090
Q05957	reviewed	PDP_DIACA	Petal death protein (EC 3.7.1.1) ((R)-2-methylmalate lyase) (D-citramalate lyase) (EC 4.1.3.-) (Oxalacetic hydrolase) (PSR132)	PDP	Dianthus caryophyllus (Carnation) (Clove pink)	318	PDP	3570
Q09136	reviewed	AAPK1_PIG	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (AMPK 63 kDa subunit) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1 AMPK1	Sus scrofa (Pig)	385	PRKAA1	9823
Q09137	reviewed	AAPK2_RAT	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	Prkaa2 Ampk Ampk2	Rattus norvegicus (Rat)	552	Prkaa2	10116
Q10289	reviewed	FAS2_SCHPO	Fatty acid synthase subunit alpha (EC 2.3.1.86) (p190/210) [Includes: Acyl carrier; 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (Beta-ketoacyl reductase); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41) (Beta-ketoacyl synthase)]	fas2 lsd1 SPAC4A8.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1842	fas2	284812
Q13085	reviewed	ACACA_HUMAN	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (Acetyl-Coenzyme A carboxylase alpha) (ACC-alpha)	ACACA ACAC ACC1 ACCA	Homo sapiens (Human)	2346	ACACA	9606
Q13131	reviewed	AAPK1_HUMAN	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1 AMPK1	Homo sapiens (Human)	559	PRKAA1	9606
Q19AZ8	reviewed	THRB_PIG	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	F2	Sus scrofa (Pig)	623	F2	9823
Q20480	reviewed	SIR41_CAEEL	NAD-dependent protein deacylase sir-2.2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2)	sir-2.2 F46G10.7	Caenorhabditis elegans	287	sir-2.2	6239
Q28559	reviewed	ACACA_SHEEP	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha)	ACACA ACAC	Ovis aries (Sheep)	2346	ACACA	9940
Q28948	reviewed	AAPK2_PIG	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2 AMPK2	Sus scrofa (Pig)	552	PRKAA2	9823
Q29RK2	reviewed	PYC_BOVIN	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	PC	Bos taurus (Bovine)	1178	PC	9913
Q31N04	reviewed	RBCX_SYNE7	RuBisCO chaperone RbcX	rbcX Synpcc7942_1535	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	152	rbcX	1140
Q31NB3	reviewed	RBL_SYNE7	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL Synpcc7942_1426	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	472	cbbL	1140
Q31Q05	reviewed	RAF1_SYNE7	RuBisCO accumulation factor 1	raf1 Synpcc7942_0833	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	356	raf1	1140
Q31RK2	reviewed	CCMK4_SYNE7	Carboxysome shell protein CcmK4 (Carbon dioxide-concentrating mechanism protein CcmK4)	ccmK4 Synpcc7942_0285	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	113	ccmK4	1140
Q38970	reviewed	ACC1_ARATH	Acetyl-CoA carboxylase 1 (AtACC1) (EC 6.4.1.2) (Protein EMBRYO DEFECTIVE 22) (Protein GURKE) (Protein PASTICCINO 3) [Includes: Biotin carboxylase (EC 6.3.4.14)]	ACC1 EMB22 GK PAS3 At1g36160 F15C21.1	Arabidopsis thaliana (Mouse-ear cress)	2254	ACC1	3702
Q38997	reviewed	KIN10_ARATH	SNF1-related protein kinase catalytic subunit alpha KIN10 (AKIN10) (EC 2.7.11.1) (AKIN alpha-2) (AKINalpha2) (SNF1-related kinase 1.1) (SnRK1.1)	KIN10 AK21 AKIN10 SKIN10 SNR2 SNRK1.1 At3g01090 T4P13.22	Arabidopsis thaliana (Mouse-ear cress)	512	KIN10	3702
Q3U1N2	reviewed	SRBP2_MOUSE	Sterol regulatory element-binding protein 2 (SREBP-2) (Sterol regulatory element-binding transcription factor 2) [Cleaved into: Processed sterol regulatory element-binding protein 2 (Transcription factor SREBF2)]	Srebf2 Srebp2	Mus musculus (Mouse)	1130	Srebf2	10090
Q41008	reviewed	ACCA_PEA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha, chloroplastic (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15) (pIEP96)	ACCA	Pisum sativum (Garden pea) (Lathyrus oleraceus)	875	ACCA	3888
Q42523	reviewed	MCCA_ARATH	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	MCCA At1g03090 F10O3.9 F10O3_8	Arabidopsis thaliana (Mouse-ear cress)	734	MCCA	3702
Q42533	reviewed	BCCP1_ARATH	Biotin carboxyl carrier protein of acetyl-CoA carboxylase 1, chloroplastic (AtBCCP1) (BCCP-1)	BCCP1 CAC1 At5g16390 MQK4.12	Arabidopsis thaliana (Mouse-ear cress)	280	BCCP1	3702
Q43088	reviewed	RBCMT_PEA	Ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplastic (EC 2.1.1.127) ([Fructose-bisphosphate aldolase]-lysine N-methyltransferase) (EC 2.1.1.259) ([Ribulose-bisphosphate carboxylase]-lysine N-methyltransferase) (PsLSMT) (RuBisCO LSMT) (RuBisCO methyltransferase) (rbcMT)	RBCMT	Pisum sativum (Garden pea) (Lathyrus oleraceus)	489	RBCMT	3888
Q44177	reviewed	RBCX_SYNP2	RuBisCO chaperone RbcX	rbcX orf134 SYNPCC7002_A1797	Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) (Agmenellum quadruplicatum)	134	rbcX	32049
Q44212	reviewed	RBCX_ANASC	RuBisCO chaperone RbcX	rbcX	Anabaena sp. (strain CA / ATCC 33047)	135	rbcX	52271
Q47098	reviewed	HPCH_ECOLX	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase (EC 4.1.2.52) (2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase) (HHED aldolase) (4-hydroxy-2-ketoheptane-1,7-dioate aldolase) (HKHD aldolase)	hpcH hpaI	Escherichia coli	262	hpcH	562
Q4AE70	reviewed	CARM1_RAT	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	Carm1 Prmt4	Rattus norvegicus (Rat)	651	Carm1	10116
Q54735	reviewed	CYNT_SYNY3	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase)	ccaA icfA slr1347	Synechocystis sp. (strain PCC 6803 / Kazusa)	274	ccaA	1111708
Q56062	reviewed	PRPB_SALTY	2-methylisocitrate lyase (2-MIC) (MICL) (EC 4.1.3.30) ((2R,3S)-2-methylisocitrate lyase)	prpB STM0368	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	295	prpB	99287
Q56837	reviewed	XECA_XANP2	2-hydroxypropyl-CoM lyase (EC 4.4.1.23) (Aliphatic epoxide carboxylation component I) (Epoxide carboxylase component I) (Epoxyalkane:CoM transferase) (EaCoMT)	xecA1 Xaut_4865; xecA2 Xaut_5047	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	376	xecA1; xecA2	78245
Q56839	reviewed	XECC_XANP2	2-oxopropyl-CoM reductase, carboxylating (EC 1.8.1.5) (2-ketopropyl-coenzyme M oxidoreductase/carboxylase) (Aliphatic epoxide carboxylation component II) (Epoxide carboxylase component II) (NADPH:2-ketopropyl-CoM oxidoreductase/carboxylase) (2-KPCC)	xecC Xaut_4867	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	523	xecC	78245
Q56840	reviewed	HCDR1_XANP2	2-(R)-hydroxypropyl-CoM dehydrogenase (R-HPCDH) (EC 1.1.1.268) (2-[(R)-2-hydroxypropylthio]ethanesulfonate dehydrogenase) (Aliphatic epoxide carboxylation component III) (Epoxide carboxylase component III) (RHPCDH1)	xecD1 Xaut_4868	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	250	xecD1	78245
Q56841	reviewed	HCDS1_XANP2	2-(S)-hydroxypropyl-CoM dehydrogenase 1 (S-HPCDH 1) (EC 1.1.1.269) (2-[(S)-2-hydroxypropylthio]ethanesulfonate dehydrogenase 1) (Aliphatic epoxide carboxylation component IV) (Epoxide carboxylase component IV) (SHPCDH1)	xecE1 xecE Xaut_4869	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	249	xecE1	78245
Q58626	reviewed	PYCA_METJA	Pyruvate carboxylase subunit A (EC 6.4.1.1) (Pyruvic carboxylase A)	pycA MJ1229	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	501	pycA	243232
Q58628	reviewed	PYCB_METJA	Pyruvate carboxylase subunit B (EC 6.4.1.1) (Pyruvic carboxylase B)	pycB MJ1231	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	567	pycB	243232
Q5AJ71	reviewed	CAN_CANAL	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase) (Non-classical export protein 103)	NCE103 CAALFM_C301300CA CaO19.1721 CaO19.9289	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	281	NCE103	237561
Q5AYI6	reviewed	BIODA_EMENI	Bifunctional dethiobiotin synthetase/adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Includes: Dethiobiotin synthetase (DTB synthetase) (DTBS) (EC 6.3.3.3); 7,8-diamino-pelargonic acid aminotransferase (DAPA AT) (DAPA aminotransferase) (EC 2.6.1.62) (7,8-diaminononanoate synthase) (DANS) (Adenosylmethionine-8-amino-7-oxononanoate aminotransferase) (Diaminopelargonic acid synthase)]	bioDA ANIA_06644	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	787	bioDA	227321
Q5EG47	reviewed	AAPK1_MOUSE	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	Prkaa1	Mus musculus (Mouse)	559	Prkaa1	10090
Q5L1E2	reviewed	MTNW_GEOKA	2,3-diketo-5-methylthiopentyl-1-phosphate enolase (DK-MTP-1-P enolase) (EC 5.3.2.5) (RuBisCO-like protein) (RLP)	mtnW GK0953	Geobacillus kaustophilus (strain HTA426)	413	mtnW	235909
Q5LUF3	reviewed	PCCA_RUEPO	Propionyl-CoA carboxylase alpha chain (EC 6.4.1.3)	pccA SPO1101	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)	681	pccA	246200
Q5P5G4	reviewed	APCC_AROAE	Acetophenone carboxylase gamma subunit (EC 6.4.1.8) (Acetophenone carboxylase 87 kDa subunit)	apc3 apcC AZOSEA13230 c1A102	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	732	apc3	76114
Q5P5G5	reviewed	APCD_AROAE	Acetophenone carboxylase delta subunit (EC 6.4.1.8) (Acetophenone carboxylase 75 kDa subunit)	apc4 apcD AZOSEA13220 c1A100	Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1))	684	apc4	76114
Q5RD00	reviewed	AAPK2_PONAB	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	552	PRKAA2	9601
Q5RDH5	reviewed	AAPK1_PONAB	5'-AMP-activated protein kinase catalytic subunit alpha-1 (AMPK subunit alpha-1) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31) (Tau-protein kinase PRKAA1) (EC 2.7.11.26)	PRKAA1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	554	PRKAA1	9601
Q5SWU9	reviewed	ACACA_MOUSE	Acetyl-CoA carboxylase 1 (ACC1) (EC 6.4.1.2) (ACC-alpha) (Acetyl-CoA carboxylase 265)	Acaca Acac Gm738	Mus musculus (Mouse)	2345	Acaca	10090
Q63207	reviewed	FA10_RAT	Coagulation factor X (EC 3.4.21.6) (Stuart factor) [Cleaved into: Factor X light chain; Factor X heavy chain; Activated factor Xa heavy chain]	F10	Rattus norvegicus (Rat)	482	F10	10116
Q70AC7	reviewed	5S_PROFR	Methylmalonyl-CoA carboxyltransferase 5S subunit (EC 2.1.3.1) (Transcarboxylase 5S subunit)		Propionibacterium freudenreichii subsp. shermanii	505		1752
Q71SP7	reviewed	FAS_BOVIN	Fatty acid synthase (EC 2.3.1.85) [Includes: [Acyl-carrier-protein] S-acetyltransferase (EC 2.3.1.38); [Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39); 3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41); 3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100); 3-hydroxyacyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59); Enoyl-[acyl-carrier-protein] reductase (EC 1.3.1.39); Acyl-[acyl-carrier-protein] hydrolase (EC 3.1.2.14)]	FASN	Bos taurus (Bovine)	2513	FASN	9913
Q84G06	reviewed	PPHA_VARSP	Phosphonopyruvate hydrolase (PPH) (EC 3.11.1.3)	pphA palA	Variovorax sp. (strain Pal2)	290	pphA	218557
Q84LM4	reviewed	AARE_ARATH	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Oxidized protein hydrolase) (OPH)	AARE At4g14570 dl3325w	Arabidopsis thaliana (Mouse-ear cress)	764	AARE	3702
Q84VQ1	reviewed	KINB1_ARATH	SNF1-related protein kinase regulatory subunit beta-1 (AKIN subunit beta-1) (AKINB1) (AKINbeta1)	KINB1 At5g21170 T10F18.200	Arabidopsis thaliana (Mouse-ear cress)	283	KINB1	3702
Q86X55	reviewed	CARM1_HUMAN	Histone-arginine methyltransferase CARM1 (EC 2.1.1.319) (Coactivator-associated arginine methyltransferase 1) (Protein arginine N-methyltransferase 4)	CARM1 PRMT4	Homo sapiens (Human)	608	CARM1	9606
Q8BRK8	reviewed	AAPK2_MOUSE	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	Prkaa2	Mus musculus (Mouse)	552	Prkaa2	10090
Q8DIS5	reviewed	RBL_THEVB	Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)	cbbL rbcL tll1506	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	475	cbbL	197221
Q8DKB5	reviewed	CCMM_THEVB	Carboxysome assembly protein CcmM (CcmM70) (M70) (Carbon dioxide concentrating mechanism protein CcmM) (Carbonic anhydrase) (EC 4.2.1.1)	ccmM tll0944	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	652	ccmM	197221
Q8K2C6	reviewed	SIR5_MOUSE	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)	Sirt5 Sir2l5	Mus musculus (Mouse)	310	Sirt5	10090
Q8R104	reviewed	SIR3_MOUSE	NAD-dependent protein deacetylase sirtuin-3 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3) (mSIR2L3)	Sirt3 Sir2l3	Mus musculus (Mouse)	334	Sirt3	10090
Q8R216	reviewed	SIR4_MOUSE	NAD-dependent protein lipoamidase sirtuin-4, mitochondrial (EC 2.3.1.-) (NAD-dependent ADP-ribosyltransferase sirtuin-4) (EC 2.4.2.-) (NAD-dependent protein biotinylase sirtuin-4) (EC 2.3.1.-) (NAD-dependent protein deacetylase sirtuin-4) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 4) (SIR2-like protein 4)	Sirt4 Sir2l4	Mus musculus (Mouse)	333	Sirt4	10090
Q8RM02	reviewed	ACXC_XANP2	Acetone carboxylase gamma subunit (EC 6.4.1.6)	acxC Xaut_3511	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	168	acxC	78245
Q8RM03	reviewed	ACXB_XANP2	Acetone carboxylase alpha subunit (EC 6.4.1.6)	acxB Xaut_3510	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	776	acxB	78245
Q8RM04	reviewed	ACXA_XANP2	Acetone carboxylase beta subunit (EC 6.4.1.6)	acxA Xaut_3509	Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2)	717	acxA	78245
Q8TDX5	reviewed	ACMSD_HUMAN	2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45) (Picolinate carboxylase)	ACMSD	Homo sapiens (Human)	336	ACMSD	9606
Q8VDK1	reviewed	NIT1_MOUSE	Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.128) (Nitrilase homolog 1)	Nit1	Mus musculus (Mouse)	323	Nit1	10090
Q8YYI3	reviewed	CCMM_NOSS1	Carboxysome assembly protein CcmM (CcmM58) (M58) (Carbon dioxide concentrating mechanism protein CcmM) (Carbonic anhydrase) (EC 4.2.1.1)	ccmM all0865	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	555	ccmM	103690
Q91ZA3	reviewed	PCCA_MOUSE	Propionyl-CoA carboxylase alpha chain, mitochondrial (PCCase subunit alpha) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit alpha)	Pcca	Mus musculus (Mouse)	724	Pcca	10090
Q920N2	reviewed	BPL1_MOUSE	Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)]	Hlcs	Mus musculus (Mouse)	722	Hlcs	10090
Q94AU9	reviewed	RBCX1_ARATH	Chaperonin-like RBCX protein 1, chloroplastic (AtRBCX1)	RBCX1 At4g04330 T19B17.5	Arabidopsis thaliana (Mouse-ear cress)	174	RBCX1	3702
Q94JV5	reviewed	NILP2_ARATH	Deaminated glutathione amidase, chloroplastic/cytosolic (dGSH amidase) (EC 3.5.1.128) (Nitrilase-like protein 2) (Protein nitrilase 1 homolog) (AtNit1) (Protein Nit1 homolog)	NLP2 NIT1 At4g08790 T32A17.100	Arabidopsis thaliana (Mouse-ear cress)	307	NLP2	3702
Q96RQ3	reviewed	MCCA_HUMAN	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	MCCC1 MCCA	Homo sapiens (Human)	725	MCCC1	9606
Q99MR8	reviewed	MCCA_MOUSE	Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)	Mccc1 Mcca	Mus musculus (Mouse)	717	Mccc1	10090
Q9C667	reviewed	CPNB4_ARATH	Chaperonin 60 subunit beta 4, chloroplastic (CPN-60 beta 4)	CPN60B4 Cpn60-B(4) At1g26230 F28B23.11	Arabidopsis thaliana (Mouse-ear cress)	611	CPN60B4	3702
