PROTID	GENEID	PROTLEN	cGFP_C1_6h_BioID_1_SPC	cGFP_C1_6h_BioID_2_SPC	cGFP_C1_6h_BioID_3_SPC	cGFP_C2_6h_BioID_1_SPC	cGFP_C2_6h_BioID_2_SPC	cGFP_C2_6h_BioID_3_SPC	cGFP_C3_6h_BioID_1_SPC	cGFP_C3_6h_BioID_2_SPC	cGFP_C3_6h_BioID_3_SPC	cGFP_C4_6h_BioID_1_SPC	cGFP_C4_6h_BioID_2_SPC	cGFP_C4_6h_BioID_3_SPC	cGFP_C5_6h_BioID_1_SPC	cGFP_C5_6h_BioID_2_SPC	cGFP_C5_6h_BioID_3_SPC	cGFP_N1_6h_BioID_1_SPC	cGFP_N1_6h_BioID_2_SPC	cGFP_N1_6h_BioID_3_SPC	cGFP_N2_6h_BioID_1_SPC	cGFP_N2_6h_BioID_2_SPC	cGFP_N2_6h_BioID_3_SPC	cGFP_N3_6h_BioID_1_SPC	cGFP_N3_6h_BioID_2_SPC	cGFP_N3_6h_BioID_3_SPC	cGFP_N4_6h_BioID_1_SPC	cGFP_N4_6h_BioID_2_SPC	cGFP_N4_6h_BioID_3_SPC
O14828	SCAMP3	347	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	2	5	4	5	3	1	1	3	4	2	6
O14832	PHYH	338	11	9	10	4	2	10	8	10	4	2	4	2	5	3	2	2	2	2	0	0	1	0	0	0	1	0	0
O14867	BACH1	736	10	11	11	6	5	8	9	5	6	7	6	13	10	7	8	22	23	30	22	16	24	16	18	17	18	17	15
O14874	BCKDK	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	2	5	6	5	4	6	2	2	4
O14880	MGST3	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1
O14893	GEMIN2	280	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	2	2	2	4	2	3	4	3	4	4	5	2
O14907	TAX1BP3	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
O14908	GIPC1	333	10	9	10	4	8	8	5	9	9	6	5	5	6	4	4	2	2	1	1	3	2	1	1	2	1	3	3
O14920	IKBKB	756	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	2	0	0	0	1	1	1	1	0
O14925	TIMM23	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	1	1	1	1	2	1	3
O14929	HAT1	419	22	25	27	34	38	31	33	27	44	21	21	30	22	21	23	25	30	26	24	24	24	12	15	14	16	14	16
O14936	CASK	926	19	17	19	9	3	26	17	22	21	11	8	14	16	14	21	12	15	12	8	14	12	7	14	11	14	12	8
O14939	PLD2	933	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
O14949	UQCRQ	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	2	1
O14950	MYL12B	172	6	7	5	4	6	8	4	8	8	12	11	10	15	12	11	8	10	9	10	11	9	8	9	10	13	17	10
O14957	UQCR11	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	4	1	0
O14964	HGS	777	7	6	7	2	4	11	7	7	8	7	8	13	9	10	11	3	7	5	4	3	3	4	2	5	5	4	3
O14965	AURKA	403	2	3	4	0	1	5	0	6	5	0	0	0	0	0	0	4	1	1	2	2	1	0	0	1	2	3	0
O14966	RAB29	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	4	2	3	0	0	1	0	1	1
O14967	CLGN	610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0
O14974	PPP1R12A	1030	19	20	23	4	8	19	9	18	11	29	23	28	20	28	25	5	5	7	1	1	1	3	2	0	4	2	2
O14975	SLC27A2	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
O14976	GAK	1311	6	7	6	6	4	5	5	6	5	5	5	7	6	4	12	9	7	8	7	6	7	7	8	8	10	10	7
O14979	HNRNPDL	420	3	2	1	2	2	3	2	3	2	1	6	3	1	1	1	2	1	3	1	1	2	1	4	4	4	2	5
O14980	XPO1	1071	2	1	1	1	1	1	4	1	3	1	7	2	1	2	1	10	3	6	3	3	4	3	2	9	12	8	3
O14981	BTAF1	1849	3	1	4	12	8	2	9	5	10	0	4	2	0	0	1	3	5	6	1	1	1	0	0	0	1	3	1
O15013	ARHGEF10	1369	10	7	8	3	2	16	8	13	5	13	16	8	19	15	15	4	6	8	0	2	2	3	5	2	0	2	1
O15014	ZNF609	1411	7	4	3	10	9	7	9	5	8	1	0	2	0	1	0	2	3	1	2	1	0	0	1	1	0	2	0
O15020	SPTBN2	2390	0	0	1	0	1	0	0	0	3	1	2	0	1	0	0	2	1	1	0	0	0	1	1	0	0	2	0
O15021	MAST4	2623	3	2	2	0	0	0	1	3	2	1	0	1	2	0	2	1	2	6	0	2	0	0	1	0	2	2	0
O15027	SEC16A	2357	12	15	13	6	4	14	11	16	15	29	22	29	27	25	24	55	59	51	39	43	41	46	44	44	34	42	40
O15031	PLXNB2	1838	1	2	4	0	0	12	3	6	2	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0
O15040	TECPR2	1411	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
O15042	U2SURP	1029	47	45	47	65	63	52	61	51	66	41	36	44	42	31	34	39	51	42	42	50	47	35	38	35	16	24	27
O15047	SETD1A	1707	3	2	3	10	9	2	8	3	7	1	5	2	2	2	2	8	5	6	11	15	13	5	4	3	7	10	8
O15056	SYNJ2	1496	1	0	0	0	0	1	3	0	3	1	0	0	2	1	2	2	2	3	0	1	0	2	4	3	0	3	1
O15060	ZBTB39	712	0	0	0	1	2	1	2	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
O15062	ZBTB5	677	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
O15063	GARRE1	1070	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	3	2	0	1	1	0	1	1	0	0	0
O15066	KIF3B	747	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
O15067	PFAS	1338	30	32	34	19	22	35	33	30	31	50	50	45	48	49	46	44	44	44	33	29	40	42	47	47	37	39	34
O15072	ADAMTS3	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	1	1	1	0	1	2
O15075	DCLK1	740	0	2	1	0	0	0	1	1	3	0	4	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0
O15078	CEP290	2479	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	0	4	1	3	1	0	2
O15084	ANKRD28	1053	19	20	17	8	9	19	14	17	18	14	11	15	19	16	14	20	33	29	7	12	11	7	7	12	7	7	7
O15085	ARHGEF11	1522	2	2	3	1	0	4	2	3	1	1	0	1	2	5	2	5	3	3	0	0	1	0	0	0	0	0	0
O15090	ZNF536	1300	3	3	5	8	8	2	8	2	7	2	0	0	1	1	0	7	7	11	5	7	5	1	0	0	1	3	2
O15091	PRORP	583	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	1	0
O15111	CHUK	745	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
O15116	LSM1	133	5	5	6	3	3	6	4	5	5	5	5	4	4	5	4	5	4	3	2	2	3	2	4	2	4	6	3
O15118	NPC1	1278	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0
O15119	TBX3	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
O15126	SCAMP1	338	2	2	2	0	0	2	1	1	1	0	2	0	2	1	1	1	1	2	1	1	2	0	0	1	1	1	2
O15127	SCAMP2	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	1	2	2	0
O15131	KPNA5	539	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
O15143	ARPC1B	372	14	14	13	6	7	10	7	9	6	13	9	12	8	11	12	5	5	5	1	4	2	5	1	3	4	4	4
O15144	ARPC2	300	14	13	14	7	7	16	14	12	18	17	9	11	17	13	17	10	12	14	14	8	12	6	9	8	8	7	9
O15145	ARPC3	178	4	2	2	0	0	1	0	1	0	3	6	3	3	4	2	3	4	3	3	2	2	3	5	3	4	4	4
O15160	POLR1C	346	4	3	5	5	5	3	3	6	1	6	7	5	7	6	3	4	4	5	6	5	7	5	5	7	6	9	5
O15164	TRIM24	1050	7	6	6	20	23	4	20	1	22	0	1	0	0	2	1	17	18	15	12	14	13	2	2	2	3	6	5
O15169	AXIN1	862	5	5	5	1	0	4	0	3	0	2	2	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0
O15173	PGRMC2	223	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	2	3	4	1
O15182	CETN3	167	2	3	2	2	2	3	3	2	2	2	2	1	4	1	1	2	2	3	1	2	2	0	1	1	2	2	1
O15212	PFDN6	129	12	6	6	6	5	7	8	8	8	8	7	6	8	13	9	12	19	13	13	10	15	15	19	18	12	16	17
O15213	WDR46	610	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
O15226	NKRF	690	15	13	15	27	28	16	25	16	36	18	14	19	22	17	12	18	18	13	14	13	18	16	12	12	14	9	10
O15228	GNPAT	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	2	1	1	2	3	4	0
O15231	ZNF185	689	1	1	1	1	3	1	1	1	2	2	2	2	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0
O15234	CASC3	703	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0
O15235	MRPS12	138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	2	2	2	2	3	4	2	2	2	2
O15258	RER1	196	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1
O15260	SURF4	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1	1	1	2	2	1	1	1
O15264	MAPK13	365	9	10	14	9	10	13	12	10	11	7	8	6	8	9	9	3	3	3	6	2	4	1	1	3	3	7	3
O15265	ATXN7	892	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
O15269	SPTLC1	473	2	1	4	1	1	2	3	2	3	1	1	1	2	2	0	5	5	6	5	7	5	2	3	2	0	5	2
O15270	SPTLC2	562	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1
O15294	OGT	1046	31	34	31	53	51	36	49	40	58	43	36	38	46	39	38	62	70	67	49	55	62	54	49	55	49	60	53
O15318	POLR3G	223	1	1	3	6	5	2	5	1	2	1	2	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
O15344	MID1	667	1	3	2	0	0	2	1	2	2	0	1	1	2	3	2	0	0	1	0	0	0	0	0	0	0	0	0
O15347	HMGB3	200	4	3	3	3	3	4	2	1	2	2	4	2	3	2	2	0	0	0	0	0	0	0	0	1	4	0	1
O15350	TP73	636	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	1	0	0	0	0	0	0
O15355	PPM1G	546	26	31	25	41	41	29	39	25	50	25	21	18	24	26	20	32	32	23	29	30	31	12	11	13	12	11	14
O15357	INPPL1	1258	5	5	4	1	2	2	1	5	1	4	2	6	3	5	2	0	3	0	5	0	0	0	0	1	0	1	0
O15360	FANCA	1455	3	1	3	8	6	2	5	4	2	5	3	2	4	3	3	2	1	4	2	6	2	0	0	1	1	0	1
O15371	EIF3D	548	18	21	12	10	8	10	11	12	12	21	20	23	19	13	17	22	23	30	17	20	25	23	28	19	24	26	26
O15372	EIF3H	352	26	24	23	12	11	23	20	24	19	25	25	26	40	21	24	32	27	26	17	13	21	17	14	14	18	21	19
O15379	HDAC3	428	2	3	2	3	5	2	5	3	7	5	5	4	2	5	1	5	8	7	5	6	7	8	11	5	6	9	7
O15381	NVL	856	9	11	8	17	18	11	15	7	14	9	8	8	4	6	9	20	16	12	17	11	19	2	5	4	5	5	1
O15382	BCAT2	392	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
O15397	IPO8	1037	2	3	1	1	5	0	1	1	1	1	0	0	1	1	2	5	3	4	4	3	2	1	1	3	2	4	1
O15400	STX7	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	2	4	3	4	5	6	5	6	6
O15409	FOXP2	715	2	4	2	8	7	2	2	4	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
O15439	ABCC4	1325	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0
O15446	POLR1G	510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	2	0	1	3	4	1	2
O15460	P4HA2	535	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0
O15498	YKT6	198	6	7	6	3	3	16	6	14	9	4	2	3	3	2	2	2	1	1	0	1	0	1	2	2	4	4	1
O15504	NUP42	423	0	0	1	0	0	1	2	2	3	1	3	0	1	1	2	3	2	3	3	3	2	1	1	2	1	1	1
O15511	ARPC5	151	4	2	2	1	1	2	5	2	4	1	3	1	1	3	2	0	1	0	0	0	0	1	1	1	1	1	2
O15514	POLR2D	142	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0
O15530	PDPK1	556	2	1	0	0	0	2	3	2	2	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	1	0	0
O15541	RNF113A	343	8	8	8	8	7	7	8	8	9	4	4	5	5	5	5	6	5	4	4	3	7	5	6	5	7	6	6
O15550	KDM6A	1401	0	4	3	7	8	3	5	1	11	2	1	3	1	1	1	12	13	15	22	25	27	15	18	17	10	16	15
O43143	DHX15	795	35	32	31	44	45	26	37	27	41	40	25	41	41	32	30	42	54	46	47	47	56	48	51	52	34	45	49
O43148	RNMT	476	1	1	2	4	6	2	2	0	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	2	3	2	2
O43149	ZZEF1	2961	2	3	7	3	3	3	4	6	5	7	0	3	4	4	5	2	0	2	1	0	2	1	1	0	0	0	0
O43150	ASAP2	1006	1	2	0	0	0	1	0	0	0	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
O43156	TTI1	1089	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	1
O43159	RRP8	456	1	0	0	1	4	0	0	0	2	0	1	0	1	0	0	8	6	4	4	4	6	3	3	1	2	2	4
O43164	PJA2	708	1	1	1	0	0	1	1	1	1	2	1	2	0	4	3	3	1	3	0	2	1	1	1	0	0	1	1
O43166	SIPA1L1	1804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	2	0	1	0	0	0	0
O43169	CYB5B	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	1	2	2	1
O43172	PRPF4	522	26	27	25	31	35	20	22	17	30	19	18	19	17	15	21	21	28	22	25	25	24	15	23	24	24	20	17
O43175	PHGDH	533	15	17	14	12	8	17	16	12	14	15	18	14	17	19	17	27	12	15	14	16	17	16	19	25	25	24	19
O43237	DYNC1LI2	492	19	19	11	10	9	20	12	20	20	18	22	20	20	17	22	8	11	12	6	11	8	7	4	1	13	16	10
O43242	PSMD3	534	22	31	29	27	22	17	20	20	22	34	27	29	29	25	30	24	31	26	21	19	21	28	26	19	24	31	24
O43251	RBFOX2	390	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	2	2	1	3	1	4	2	1
O43252	PAPSS1	624	20	17	15	20	13	19	18	15	12	15	16	12	17	15	13	0	0	0	0	0	0	0	0	0	0	0	0
O43264	ZW10	779	3	1	3	2	2	2	1	4	2	5	3	4	5	5	3	3	2	2	2	2	1	2	5	4	5	2	4
O43290	SART1	800	15	18	16	32	28	17	19	9	22	13	12	15	8	5	6	12	11	15	15	20	21	8	11	6	5	4	6
O43291	SPINT2	252	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	1	1	1	0
O43292	GPAA1	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
O43293	DAPK3	454	6	7	8	1	0	4	1	3	3	7	4	7	10	7	9	1	2	1	1	1	0	0	1	0	1	2	0
O43294	TGFB1I1	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
O43298	ZBTB43	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
O43299	AP5Z1	807	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43303	CCP110	1012	2	1	0	0	0	1	2	3	0	0	0	0	2	0	3	15	18	21	16	13	18	14	20	15	7	12	12
O43314	PPIP5K2	1243	25	29	23	20	20	25	23	22	26	26	23	22	23	30	22	9	14	9	12	9	9	10	9	10	12	15	9
O43318	MAP3K7	606	11	15	17	5	3	15	9	13	12	20	13	15	15	16	15	32	30	29	20	17	21	17	20	17	29	35	32
O43324	EEF1E1	174	5	4	6	6	6	4	4	4	4	5	10	6	6	5	4	6	7	8	6	7	5	8	11	10	11	5	9
O43347	MSI1	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	5	3	1	0	1	1	2	1
O43353	RIPK2	540	2	5	5	1	0	10	3	3	3	4	2	3	4	3	3	1	2	2	1	1	1	0	0	0	1	0	0
O43379	WDR62	1518	9	7	8	2	2	4	3	8	2	5	3	4	8	6	4	10	15	10	10	10	3	9	11	9	6	6	5
O43390	HNRNPR	633	10	10	10	14	15	10	12	11	14	17	10	8	13	15	8	19	19	20	29	26	33	24	30	32	31	34	33
O43395	PRPF3	683	26	26	26	39	36	24	34	29	37	20	27	22	18	10	16	14	20	16	22	22	24	7	8	13	6	7	8
O43396	TXNL1	289	2	0	4	1	1	3	4	4	9	4	4	3	5	2	2	29	30	27	36	34	36	25	21	28	25	27	26
O43399	TPD52L2	206	8	9	11	9	7	11	11	10	8	12	8	10	13	10	13	15	10	7	8	7	5	4	3	7	7	9	7
O43402	EMC8	210	1	3	2	0	0	2	1	2	0	1	1	1	1	0	0	1	3	1	1	1	1	1	0	1	1	2	0
O43422	THAP12	761	1	0	0	5	6	1	7	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
O43426	SYNJ1	1573	5	5	5	0	0	7	3	6	1	5	6	9	5	4	7	5	4	3	0	0	0	0	0	0	0	0	0
O43427	FIBP	364	1	2	1	0	0	6	2	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43432	EIF4G3	1585	24	25	23	11	17	21	22	19	17	26	25	28	25	24	23	23	24	20	13	15	18	22	24	27	22	27	30
O43439	CBFA2T2	604	1	0	0	2	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43447	PPIH	177	1	3	1	4	4	2	2	3	4	4	1	0	1	0	1	8	3	6	7	4	6	2	6	7	4	8	6
O43482	OIP5	229	4	4	5	5	8	4	5	3	4	6	6	6	8	7	9	2	4	5	3	1	1	0	1	1	1	4	1
O43488	AKR7A2	359	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0
O43491	EPB41L2	1005	32	34	38	14	9	96	68	90	73	43	28	36	39	34	37	27	33	30	13	17	20	15	15	21	17	14	24
O43502	RAD51C	376	0	1	0	3	2	1	2	0	3	0	0	1	1	0	0	3	2	2	1	1	0	0	0	1	1	1	0
O43504	LAMTOR5	91	2	2	2	0	0	3	1	1	1	1	1	0	1	2	2	3	1	1	1	0	0	0	0	0	1	0	0
O43505	B4GAT1	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
O43513	MED7	233	0	0	0	2	3	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43524	FOXO3	673	2	2	3	1	0	4	1	5	1	3	2	2	2	2	2	1	1	2	1	0	0	0	0	2	0	0	0
O43542	XRCC3	346	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
O43572	AKAP10	662	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
O43583	DENR	198	10	10	11	6	6	11	6	10	6	7	10	6	7	7	10	9	8	7	9	8	5	5	5	6	8	4	4
O43592	XPOT	962	2	4	4	4	2	3	4	2	4	2	2	3	1	2	1	6	7	2	1	6	3	6	4	5	10	8	7
O43598	DNPH1	174	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
O43615	TIMM44	452	5	2	5	3	4	4	7	6	7	8	8	6	8	5	7	17	20	17	21	22	24	16	19	21	19	19	19
O43617	TRAPPC3	180	4	3	4	3	2	2	3	2	2	8	4	6	4	5	4	3	3	2	2	4	3	6	4	4	5	4	5
O43639	NCK2	380	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
O43660	PLRG1	514	4	3	4	7	9	2	7	2	7	2	0	0	0	0	0	2	6	0	3	2	4	1	3	1	0	1	1
O43663	PRC1	620	5	4	5	6	9	4	5	1	5	2	2	4	4	2	2	1	1	0	0	0	0	0	0	0	2	0	0
O43665	RGS10	181	13	12	13	17	20	15	14	9	17	10	13	8	8	8	8	0	0	1	0	0	0	0	0	0	0	0	0
O43670	ZNF207	478	5	4	6	6	5	4	5	4	4	5	3	3	2	3	2	0	0	1	1	1	2	0	0	1	1	1	0
O43676	NDUFB3	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
O43678	NDUFA2	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	1	2	3	0	2	3	1	2
O43681	GET3	348	2	1	1	1	0	4	2	1	2	3	7	2	0	0	2	5	2	3	1	3	2	1	2	5	5	5	2
O43683	BUB1	1085	3	1	3	1	2	2	1	1	2	1	1	2	3	1	1	1	3	1	0	2	0	0	0	0	0	2	0
O43684	BUB3	328	14	15	11	13	16	13	16	12	15	14	16	12	10	13	14	6	10	7	6	8	7	10	13	10	5	8	11
O43707	ACTN4	911	10	8	7	3	5	10	5	9	4	5	12	8	9	7	5	8	4	4	3	3	5	8	14	11	20	8	10
O43708	GSTZ1	216	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43715	TRIAP1	76	0	3	1	0	0	4	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43719	HTATSF1	755	18	17	11	32	33	10	26	7	19	5	4	8	3	7	2	6	10	7	14	11	11	11	14	16	9	8	10
O43741	PRKAB2	272	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43747	AP1G1	822	1	2	1	0	0	0	1	0	2	4	2	2	2	2	2	1	1	0	0	0	0	2	0	3	2	0	2
O43760	SYNGR2	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0
O43765	SGTA	313	3	2	1	0	0	0	2	0	3	2	3	3	3	5	5	4	2	2	3	7	5	5	1	9	9	9	6
O43768	ENSA	121	40	44	46	36	30	48	47	43	54	46	35	42	39	46	51	18	23	20	14	18	9	13	9	11	21	22	14
O43776	NARS1	548	13	15	12	3	2	13	10	7	7	23	18	11	14	12	15	11	8	7	6	2	4	10	6	11	16	8	16
O43791	SPOP	374	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
O43795	MYO1B	1136	0	0	1	0	0	0	2	0	0	1	0	2	1	0	0	4	10	6	5	7	4	3	1	1	2	1	0
O43805	SSNA1	119	0	0	0	0	0	0	0	0	0	1	2	2	2	1	1	1	1	1	0	2	2	0	0	0	0	0	0
O43808	SLC25A17	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
O43809	NUDT21	227	17	23	20	33	34	17	26	19	21	16	18	15	18	15	10	15	16	19	14	17	16	6	11	9	12	7	9
O43813	LANCL1	399	3	3	3	6	5	5	4	4	5	6	9	10	9	13	10	14	16	16	19	17	17	28	25	29	25	28	29
O43815	STRN	780	17	19	23	10	13	21	15	15	22	24	18	22	27	28	24	51	51	55	41	34	38	35	39	31	23	30	29
O43818	RRP9	475	3	1	2	2	3	1	1	2	2	0	3	1	0	0	0	0	0	4	0	1	1	1	0	0	2	2	1
O43819	SCO2	266	1	0	1	0	1	1	1	0	0	1	1	0	1	1	2	2	1	4	3	2	5	3	2	3	7	4	2
O43822	CFAP410	256	0	0	0	3	2	1	1	1	1	0	0	0	0	1	0	1	2	0	0	0	0	1	1	0	0	0	0
O43823	AKAP8	692	2	5	2	4	3	3	2	2	1	1	3	1	2	1	1	4	3	3	2	5	4	3	2	1	1	8	4
O43824	GTPBP6	516	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
O43826	SLC37A4	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0
O43829	ZBTB14	449	3	2	3	5	2	1	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43837	IDH3B	385	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	2	5	2	1
O43847	NRDC	1151	0	0	0	0	1	1	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
O43852	CALU	315	4	5	6	6	3	6	7	7	6	6	13	10	9	4	5	9	10	9	8	3	5	6	7	2	22	7	14
O43865	AHCYL1	530	11	8	8	1	2	20	13	19	16	12	9	9	9	9	13	7	7	3	3	1	3	3	4	2	5	2	3
O43896	KIF1C	1103	0	2	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	2
O43913	ORC5	435	9	7	6	25	22	11	18	9	24	7	6	8	11	7	8	6	10	7	5	5	4	4	3	1	3	1	2
O43920	NDUFS5	106	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	4	2	0	4	2	2	2	4	3	3	2
O43924	PDE6D	150	2	1	3	0	0	2	1	2	3	1	3	2	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0
O43929	ORC4	436	1	1	1	2	4	2	0	1	2	2	1	2	1	2	1	5	1	2	2	5	1	0	0	0	5	1	0
O43933	PEX1	1283	1	1	0	1	0	2	2	0	2	0	0	2	2	0	0	2	2	1	1	1	1	0	0	0	1	0	0
