Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Unique Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Unique Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Unique Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Unique Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Unique Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Unique Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Unique Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Unique Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Unique Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Unique Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Unique Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Unique Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Unique Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Unique Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Unique Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Unique Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Unique Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Unique Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Total Spectral Count	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Total Spectral Count	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Total Spectral Count	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Total Spectral Count	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Total Spectral Count	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Total Spectral Count	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Total Spectral Count	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Total Spectral Count	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Total Spectral Count	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Total Spectral Count	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Total Spectral Count	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Total Spectral Count	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Total Spectral Count	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Total Spectral Count	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Total Spectral Count	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Total Spectral Count	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Total Spectral Count	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Total Spectral Count	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 Intensity	17567_GFP_MAC3N_16hBID_R1_S1_D9_1 MaxLFQ Intensity	15538_DMP_AP2_GFP_3N_2_S1_B11_1 MaxLFQ Intensity	15539_DMP_AP2_GFP_3N_3_S1_B12_1 MaxLFQ Intensity	15537_DMP_AP2_GFP_3N_1_S1_B10_1 MaxLFQ Intensity	17568_GFP_MAC3N_16hBID_R2_S1_D10_1 MaxLFQ Intensity	17569_GFP_MAC3N_16hBID_R3_S1_D11_1 MaxLFQ Intensity	17552_NFIB_MAC3N_16hBID_R2_S1_C6_1 MaxLFQ Intensity	15630_DMP_AP2_NFIX_3N_2_S1_H8_1 MaxLFQ Intensity	17560_NFIX_MAC3N_16hBID_R2_S1_D2_1 MaxLFQ Intensity	17547_NFIA_MAC3N_16hBID_R1_S1_C1_1 MaxLFQ Intensity	15589_DMP_AP1_NFIC_3N_1_S1_F1_1 MaxLFQ Intensity	15575_DMP_AP1_NFIB_3N_3_S1_E3_1 MaxLFQ Intensity	17555_NFIC_MAC3N_16hBID_R1_S1_C9_1 MaxLFQ Intensity	17549_NFIA_MAC3N_16hBID_R3_S1_C3_1 MaxLFQ Intensity	15591_DMP_AP1_NFIC_3N_3_S1_F3_1 MaxLFQ Intensity	17557_NFIC_MAC3N_16hBID_R3_S1_C11_1 MaxLFQ Intensity	15629_DMP_AP2_NFIX_3N_1_S1_H7_1 MaxLFQ Intensity	17551_NFIB_MAC3N_16hBID_R1_S1_C5_1 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q8NCI6|GLBL3_HUMAN	Q8NCI6	GLBL3_HUMAN	GLB1L3	653	Homo sapiens	1:Experimental evidence at protein level	Beta-galactosidase-1-like protein 3 	1.0	0.999	8	132	132	132	5	4	9	5	6	5	6	7	5	6	7	4	12	3	5	2	2	5	5	4	9	5	6	5	6	7	5	6	7	4	12	3	5	2	2	5	5	4	9	5	6	5	6	7	5	6	7	4	12	3	5	2	2	5	313363.44	310732.47	304923.16	317931.06	293100.2	273399.2	260299.86	289199.56	215196.19	162572.12	240366.62	212444.55	252159.72	214700.02	314742.4	89974.16	199889.03	304624.0	86824.78	84824.62	85983.59	87134.07	79869.82	73652.87	72213.61	78640.4	67636.84	72704.46	64467.742	58295.715	86098.914	71927.98	82397.71	88590.06	88880.375	83477.91	
sp|P02753|RET4_HUMAN	P02753	RET4_HUMAN	RBP4	201	Homo sapiens	1:Experimental evidence at protein level	Retinol-binding protein 4 	1.0	0.999	2	8	8	8	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	2	12802.281	0.0	0.0	12988.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43798.223	35873.445	0.0	12395.907	0.0	0.0	33626.457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19933.02	0.0	0.0	0.0	0.0	20609.408	
sp|A0A0A0MT36|KVD21_HUMAN	A0A0A0MT36	KVD21_HUMAN	IGKV6D-21	114	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 6D-21 	0.9992	0.999	2	4	4	4	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0.0	0.0	7722.866	0.0	0.0	0.0	0.0	5944.227	14081.982	15888.904	9715.13	10804.174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9880.755	10743.351	0.0	6808.276	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q16621|NFE2_HUMAN	Q16621	NFE2_HUMAN	NFE2	373	Homo sapiens	1:Experimental evidence at protein level	Transcription factor NF-E2 45 kDa subunit 	1.0	0.999	3	15	15	15	0	0	3	0	1	0	2	1	2	3	1	1	1	0	0	0	0	0	0	0	3	0	1	0	2	1	2	3	1	1	1	0	0	0	0	0	0	0	3	0	1	0	2	1	2	3	1	1	1	0	0	0	0	0	9107.669	5846.3037	19740.465	12897.973	14280.435	18026.25	15834.363	16139.562	26156.354	54396.09	29352.492	24092.342	8658.441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15399.689	0.0	0.0	0.0	0.0	0.0	18114.703	28039.99	20775.45	17507.096	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9UKA1|FBXL5_HUMAN	Q9UKA1	FBXL5_HUMAN	FBXL5	691	Homo sapiens	1:Experimental evidence at protein level	F-box/LRR-repeat protein 5 	1.0	0.999	5	36	36	44	0	0	0	0	0	2	5	2	4	3	2	5	7	4	2	0	0	0	0	0	0	0	0	2	5	2	4	3	2	5	7	4	2	0	0	0	1	0	1	1	1	2	6	2	4	4	2	5	8	4	3	0	0	0	41816.867	26969.879	36848.08	40280.375	38368.65	41797.902	72454.984	47966.64	75446.89	55150.07	56672.367	63085.355	136672.48	96378.82	96341.836	10008.584	0.0	7842.97	25840.795	0.0	22647.65	25002.055	23765.588	26059.95	28759.467	29458.572	30490.486	34046.793	34645.918	38648.203	50691.6	37170.11	44973.184	0.0	0.0	0.0	
sp|Q9NY43|BARH2_HUMAN	Q9NY43	BARH2_HUMAN	BARHL2	387	Homo sapiens	1:Experimental evidence at protein level	BarH-like 2 homeobox protein 	1.0	0.999	3	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18499.37	0.0	0.0	0.0	0.0	18553.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8164.0757	0.0	0.0	0.0	0.0	11554.702	
sp|P04432|KVD39_HUMAN	P04432	KVD39_HUMAN	IGKV1D-39	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 1D-39 	0.9996	0.999	2	6	6	6	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	1	0	0	0	0.0	0.0	11694.661	10840.553	0.0	13451.916	11388.798	10792.242	17963.158	24462.139	16706.371	14279.599	19075.002	19315.404	18835.213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P57682|KLF3_HUMAN	P57682	KLF3_HUMAN	KLF3	345	Homo sapiens	1:Experimental evidence at protein level	Krueppel-like factor 3 	0.9765	0.9984	2	6	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28880.402	62171.273	0.0	71045.43	0.0	79985.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P55317|FOXA1_HUMAN	P55317	FOXA1_HUMAN	FOXA1	472	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte nuclear factor 3-alpha 	1.0	0.999	5	84	84	84	2	4	2	3	3	2	2	3	2	2	2	2	5	4	3	6	4	5	2	4	2	3	3	2	2	3	2	2	2	2	5	4	3	6	4	5	2	4	2	3	3	2	2	3	2	2	2	2	5	4	3	6	4	5	38436.17	45125.523	44557.805	41980.04	42108.68	41036.86	40232.723	43108.32	50894.35	42218.156	39218.258	41812.164	69551.086	85058.18	43200.56	136026.16	136785.23	100657.19	21149.19	25033.879	24669.244	23068.154	23285.896	22494.795	22137.035	23807.816	27807.54	23002.955	21512.031	22614.861	26068.408	31142.2	20111.932	54652.305	58413.348	44601.062	
sp|Q9H078|CLPB_HUMAN	Q9H078	CLPB_HUMAN	CLPB	707	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial disaggregase 	0.995	0.999	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|H3BRN8|PIRC2_HUMAN	H3BRN8	PIRC2_HUMAN	PIERCE2	121	Homo sapiens	1:Experimental evidence at protein level	Piercer of microtubule wall 2 protein 	1.0	0.999	7	50	50	50	0	0	2	1	1	3	1	2	4	11	2	1	6	5	0	0	0	5	0	0	2	1	1	3	1	2	4	11	2	1	6	5	0	0	0	5	0	0	2	1	1	3	1	2	4	11	2	1	6	5	0	0	0	5	0.0	0.0	84999.44	30202.566	43793.625	94563.836	54286.965	53069.43	104082.3	178779.28	82199.02	41346.184	118286.805	111652.484	0.0	56678.93	14188.933	503049.66	0.0	0.0	53789.03	0.0	35737.992	42536.816	36826.29	35385.867	56568.656	66471.96	45922.94	33259.89	70218.11	91037.336	0.0	46955.43	0.0	97274.87	
sp|Q8NEL0|CCD54_HUMAN	Q8NEL0	CCD54_HUMAN	CCDC54	328	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 54 	1.0	0.999	8	50	50	50	1	1	1	1	0	4	2	0	0	1	1	2	8	4	8	2	2	3	1	1	1	1	0	4	2	0	0	1	1	2	8	4	8	2	2	3	1	1	1	1	0	4	2	0	0	1	1	2	8	4	8	2	2	3	53212.367	33487.5	47224.168	60789.082	56463.78	58151.344	36914.445	43898.58	24780.66	24423.348	43582.945	36010.152	217251.31	122938.2	141614.3	62733.406	60396.79	74684.04	25828.79	21428.424	22755.879	23345.768	20604.438	23666.695	17202.764	19889.121	15142.267	14924.1045	16608.93	19909.113	41972.984	37586.418	41333.656	28553.693	38917.223	28363.023	
sp|Q96KB5|TOPK_HUMAN	Q96KB5	TOPK_HUMAN	PBK	322	Homo sapiens	1:Experimental evidence at protein level	Lymphokine-activated killer T-cell-originated protein kinase 	1.0	0.999	4	44	44	44	0	0	5	1	1	3	2	3	3	5	3	1	2	3	0	0	0	2	0	0	5	1	1	3	2	3	3	5	3	1	2	3	0	0	0	2	0	0	5	1	1	3	2	3	3	5	3	1	2	3	0	0	0	2	13343.45	0.0	76001.75	50695.086	56109.64	54567.35	54911.508	55782.094	76041.06	117348.695	74286.49	41803.766	79785.16	74992.31	0.0	14545.04	0.0	90564.46	0.0	0.0	29182.52	20999.354	20326.943	20790.648	21813.654	21673.652	27691.229	40690.28	26965.906	15696.14	27660.842	37769.76	0.0	0.0	0.0	27310.158	
sp|Q9NQW7|XPP1_HUMAN	Q9NQW7	XPP1_HUMAN	XPNPEP1	623	Homo sapiens	1:Experimental evidence at protein level	Xaa-Pro aminopeptidase 1 	0.845	0.9974	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5506.888	0.0	9674.485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P01906|DQA2_HUMAN	P01906	DQA2_HUMAN	HLA-DQA2	255	Homo sapiens	1:Experimental evidence at protein level	HLA class II histocompatibility antigen, DQ alpha 2 chain 	1.0	0.999	15	169	169	169	10	6	12	8	13	10	7	8	7	10	13	14	16	15	19	0	0	0	10	6	12	8	13	10	7	8	7	10	13	14	16	15	19	0	0	0	10	6	12	8	13	10	7	8	7	10	13	14	16	15	19	0	0	0	283504.44	248977.66	275803.06	244524.02	185445.25	228644.05	246365.16	245746.64	155131.95	189710.69	246845.78	229403.1	476214.53	521100.1	454513.75	14105.23	0.0	28773.781	49890.83	43002.645	42909.535	43012.082	39023.95	40473.414	40688.273	45389.535	35754.59	37293.79	43887.926	42436.85	58713.67	68782.13	65375.62	0.0	0.0	12336.048	
sp|Q8IZ63|PRR22_HUMAN	Q8IZ63	PRR22_HUMAN	PRR22	422	Homo sapiens	1:Experimental evidence at protein level	Proline-rich protein 22 	1.0	0.999	4	14	14	14	0	0	0	2	0	0	1	0	2	2	2	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	2	2	2	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	2	2	2	0	0	0	0	0	0	18045.664	0.0	0.0	22017.043	17643.27	12284.561	18240.652	16718.086	21399.225	21414.85	20621.477	23676.408	0.0	46479.996	0.0	16335.636	0.0	18905.002	0.0	0.0	0.0	32262.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29561.87	0.0	18558.785	0.0	0.0	0.0	0.0	
sp|P16455|MGMT_HUMAN	P16455	MGMT_HUMAN	MGMT	207	Homo sapiens	1:Experimental evidence at protein level	Methylated-DNA--protein-cysteine methyltransferase 	1.0	0.999	24	639	639	639	29	15	32	31	32	29	28	21	20	16	22	23	39	32	33	28	21	28	29	15	32	31	32	29	28	21	20	16	22	23	39	32	33	28	21	28	29	15	32	31	32	29	28	21	20	16	22	23	39	32	33	28	21	28	936355.1	521530.6	762440.2	1038990.94	901718.0	864780.44	751161.06	568894.0	497204.6	453777.56	546395.6	636502.9	1476004.9	1308723.0	1399739.0	671716.4	708808.8	899972.1	180728.3	124064.13	147202.6	195986.23	174318.11	158984.73	129660.24	116394.66	110819.47	93159.46	120843.29	120880.92	226894.64	214377.23	241189.94	186743.23	155736.61	158165.12	
sp|P01743|HV146_HUMAN	P01743	HV146_HUMAN	IGHV1-46	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 1-46 	1.0	0.999	12	94	94	94	6	5	6	3	2	3	4	4	2	1	4	0	3	4	4	8	5	3	6	5	6	3	2	3	4	4	2	1	4	0	3	4	4	8	5	3	6	5	6	3	2	3	4	4	2	1	4	0	3	4	4	8	5	3	215591.66	171717.39	221173.67	244356.31	360784.34	337630.75	397194.97	458103.88	228383.14	202672.05	349858.06	309741.84	84131.61	108996.36	80079.21	144703.56	154094.9	171004.4	88357.85	80641.22	79084.375	69626.15	59579.91	70976.99	74346.75	71150.805	65127.43	49912.555	71152.4	70922.914	84103.53	92578.35	81152.55	111811.57	135764.94	133878.1	
sp|P49750|YLPM1_HUMAN	P49750	YLPM1_HUMAN	YLPM1	2146	Homo sapiens	1:Experimental evidence at protein level	YLP motif-containing protein 1 	0.935	0.999	1	16	16	16	0	0	1	0	4	2	1	2	2	2	2	0	0	0	0	0	0	0	0	0	1	0	4	2	1	2	2	2	2	0	0	0	0	0	0	0	0	0	1	0	4	2	1	2	2	2	2	0	0	0	0	0	0	0	81049.914	0.0	66997.28	90016.555	65745.57	80838.75	63641.12	53635.957	48869.977	43220.72	45082.54	53225.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92619|HMHA1_HUMAN	Q92619	HMHA1_HUMAN	ARHGAP45	1136	Homo sapiens	1:Experimental evidence at protein level	Rho GTPase-activating protein 45 	1.0	0.999	12	99	99	99	0	4	6	5	2	3	9	5	11	12	6	5	7	3	2	1	0	2	0	4	6	5	2	3	9	5	11	12	6	5	7	3	2	1	0	2	0	4	6	5	2	3	9	5	11	12	6	5	7	3	2	1	0	2	91371.14	8279233.5	120778.59	99986.4	97338.664	118932.75	120092.96	141484.25	139068.4	143927.34	121299.07	146346.05	2834598.0	4469373.5	44460.86	74916.36	0.0	121245.79	61437.85	88033.27	71956.39	59199.99	64697.97	73449.93	72268.266	75574.59	74836.13	76068.484	76464.3	77890.93	103188.78	90310.86	57242.938	66417.06	0.0	59963.918	
sp|P05997|CO5A2_HUMAN	P05997	CO5A2_HUMAN	COL5A2	1499	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-2(V) chain 	1.0	0.999	6	65	65	65	2	1	3	2	6	4	4	2	5	6	3	4	4	0	4	0	1	0	2	1	3	2	6	4	4	2	5	6	3	4	4	0	4	0	1	0	2	1	3	2	6	4	4	2	5	6	3	4	4	0	4	0	1	0	53393.52	39555.84	45655.125	52649.89	69401.47	93912.914	97868.16	57767.785	98952.42	65642.97	81572.45	95760.51	90649.34	49181.98	72560.93	0.0	14500.855	33631.188	21587.785	22970.93	18959.273	19018.555	17843.598	20457.416	22153.453	20151.188	23065.25	28219.45	20355.037	21148.451	25588.572	20125.693	24050.293	0.0	0.0	22420.938	
sp|Q96KW9|SPAC7_HUMAN	Q96KW9	SPAC7_HUMAN	SPACA7	195	Homo sapiens	1:Experimental evidence at protein level	Sperm acrosome-associated protein 7 	1.0	0.999	5	71	71	71	4	4	3	2	2	3	4	3	4	5	2	3	6	1	8	2	0	3	4	4	3	2	2	3	4	3	4	5	2	3	6	1	8	2	0	3	4	4	3	2	2	3	4	3	4	5	2	3	6	1	8	2	0	3	37769.938	42344.84	31819.72	32799.445	21439.559	49728.574	37584.555	42793.875	45068.055	50158.832	50712.336	57206.76	80198.055	48096.703	57400.74	56916.445	14189.087	54010.465	23620.69	26448.582	19542.152	20030.256	0.0	24117.291	23062.377	20551.676	21774.287	24431.611	24051.916	27693.434	24433.686	23908.873	23388.238	23337.057	0.0	21892.688	
sp|P14652|HXB2_HUMAN	P14652	HXB2_HUMAN	HOXB2	356	Homo sapiens	1:Experimental evidence at protein level	Homeobox protein Hox-B2 	1.0	0.999	3	2	2	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17711.945	21660.582	21404.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q5TEC6|H37_HUMAN	Q5TEC6	H37_HUMAN	H3-7	136	Homo sapiens	1:Experimental evidence at protein level	Histone H3-7 	0.9971	0.9985	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15225.237	0.0	9557.3545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6MZQ0|PRR5L_HUMAN	Q6MZQ0	PRR5L_HUMAN	PRR5L	368	Homo sapiens	1:Experimental evidence at protein level	Proline-rich protein 5-like 	1.0	0.999	5	11	11	11	1	1	1	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	5	2	0	0	0	0	0	0	0	83668.27	34918.043	32612.758	43468.375	29369.781	4176.599	3219.4731	13337.955	0.0	24074.469	33473.156	5155.6914	0.0	27898.92	31489.38	0.0	0.0	0.0	23922.756	0.0	24101.973	25007.174	21384.787	0.0	0.0	15911.919	0.0	20502.156	19644.541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q3LI67|KRA63_HUMAN	Q3LI67	KRA63_HUMAN	KRTAP6-3	110	Homo sapiens	1:Experimental evidence at protein level	Keratin-associated protein 6-3 	1.0	0.999	3	7	7	7	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	4434.6943	0.0	0.0	0.0	12114.251	36019.668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9828.846	15121.598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O43174|CP26A_HUMAN	O43174	CP26A_HUMAN	CYP26A1	497	Homo sapiens	1:Experimental evidence at protein level	Cytochrome P450 26A1 	1.0	0.999	8	59	36	59	0	2	0	0	2	4	1	1	2	0	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	2	4	1	1	2	0	2	1	1	1	0	0	0	0	0.0	19200.537	7634.025	15974.146	21961.684	36588.484	21935.111	45401.574	11658.468	0.0	33657.246	33511.664	100226.36	14468.06	14592.412	103606.83	42007.977	72613.74	0.0	0.0	0.0	0.0	0.0	26949.55	16571.918	32671.846	0.0	0.0	25396.271	25231.848	28150.998	0.0	0.0	42604.754	31261.656	31262.488	
