Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Names (primary)	Organism (ID)
D4A523	reviewed	NLRP3_RAT	NACHT, LRR and PYD domains-containing protein 3 (EC 3.6.4.-)	Nlrp3	Rattus norvegicus (Rat)	1035	Nlrp3	10116
D4A7V9	reviewed	E2AK4_RAT	eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)	Eif2ak4 Gcn2	Rattus norvegicus (Rat)	1649	Eif2ak4	10116
D4GSF3	reviewed	UBAA_HALVD	SAMP-activating enzyme E1 (EC 2.7.7.-) (Ubiquitin-like activating enzyme of archaea) (Ubl-activating enzyme)	ubaA HVO_0558	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	270	ubaA	309800
D4GSH6	reviewed	NCSA_HALVD	tRNA 2-thiolation protein NcsA (N-type ATP pyrophosphatase superfamily protein) (tRNA adenylyltransferase NcsA) (EC 2.7.7.-)	ncsA tuc1 HVO_0580 C498_15825	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	321	ncsA	309800
D4GUJ7	reviewed	PAN1_HALVD	Proteasome-activating nucleotidase 1 (PAN 1) (Proteasomal ATPase 1) (Proteasome regulatory ATPase 1) (Proteasome regulatory particle 1)	pan1 panA HVO_0850	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	406	pan1	309800
D4GYZ1	reviewed	PSB_HALVD	Proteasome subunit beta (EC 3.4.25.1) (20S proteasome beta subunit) (Proteasome core protein PsmB)	psmB HVO_1562	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	243	psmB	309800
D4GZE7	reviewed	SAMP2_HALVD	Small archaeal modifier protein 2 (SAMP2) (Ubiquitin-like small archaeal modifier protein 2)	samp2 HVO_0202	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2) (Halobacterium volcanii)	66	samp2	309800
D6WMX4	reviewed	PINK1_TRICA	Serine/threonine-protein kinase Pink1, mitochondrial (EC 2.7.11.1) (PTEN-induced putative kinase 1)	Pink1 TcasGA2_TC013202	Tribolium castaneum (Red flour beetle)	570	Pink1	7070
D7RF80	reviewed	POLG_KFDV	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Kyasanur forest disease virus (KFDV)	3416		33743
D9I2F9	reviewed	NL1A1_RAT	NACHT, LRR and PYD domains-containing protein 1a allele 1 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Nlrp1a Nlrp1	Rattus norvegicus (Rat)	1218	Nlrp1a	10116
D9I2G1	reviewed	NL1A4_RAT	NACHT, LRR and PYD domains-containing protein 1a allele 4 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Nlrp1a Nlrp1	Rattus norvegicus (Rat)	1218	Nlrp1a	10116
D9I2G3	reviewed	NL1A2_RAT	NACHT, LRR and PYD domains-containing protein 1 allele 2 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Nlrp1a Nlrp1	Rattus norvegicus (Rat)	1218	Nlrp1a	10116
D9I2G4	reviewed	NL1A5_RAT	NACHT, LRR and PYD domains-containing protein 1a allele 5 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Nlrp1a Nlrp1	Rattus norvegicus (Rat)	1218	Nlrp1a	10116
D9I2H0	reviewed	NL1A3_RAT	NACHT, LRR and PYD domains-containing protein 1a allele 3 (EC 3.4.-.-) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1a, C-terminus (Nlrp1a-CT); NACHT, LRR and PYD domains-containing protein 1a, N-terminus (Nlrp1a-NT)]	Nlrp1a Nlrp1	Rattus norvegicus (Rat)	1218	Nlrp1a	10116
E0CZ16	reviewed	KLHL3_MOUSE	Kelch-like protein 3	Klhl3	Mus musculus (Mouse)	587	Klhl3	10090
E0VIU9	reviewed	PRKN_PEDHC	E3 ubiquitin-protein ligase parkin (EC 2.3.2.31)	park parkin Phum_PHUM233570	Pediculus humanus subsp. corporis (Body louse)	461	park	121224
E0W1I1	reviewed	PINK1_PEDHC	Serine/threonine-protein kinase Pink1, mitochondrial (EC 2.7.11.1) (PTEN-induced putative kinase 1)	Pink1 Phum_PHUM577390	Pediculus humanus subsp. corporis (Body louse)	575	Pink1	121224
E1BJS7	reviewed	LIN41_BOVIN	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	TRIM71 LIN41	Bos taurus (Bovine)	868	TRIM71	9913
E1BMF7	reviewed	UBP13_BOVIN	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	USP13	Bos taurus (Bovine)	863	USP13	9913
E1BPQ1	reviewed	FOXO1_BOVIN	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	FOXO1 FOXO1A	Bos taurus (Bovine)	624	FOXO1	9913
E1BY77	reviewed	UBP13_CHICK	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	USP13	Gallus gallus (Chicken)	862	USP13	9031
E1C656	reviewed	HACE1_CHICK	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	HACE1 RCJMB04_37k12	Gallus gallus (Chicken)	942	HACE1	9031
E2DWQ7	reviewed	A3AKI_PHYIN	RxLR effector protein Avr3a (Avirulence protein 3a)	Avr3a Avr3A(KI)	Phytophthora infestans (Potato late blight agent) (Botrytis infestans)	147	Avr3a	4787
E2RH47	reviewed	RS3_CANLF	Small ribosomal subunit protein uS3 (EC 4.2.99.18) (40S ribosomal protein S3)	RPS3	Canis lupus familiaris (Dog) (Canis familiaris)	243	RPS3	9615
E7FAM5	reviewed	LIN41_DANRE	E3 ubiquitin-protein ligase TRIM71 (EC 2.3.2.27) (Protein lin-41 homolog) (RING-type E3 ubiquitin transferase TRIM71) (Tripartite motif-containing protein 71)	trim71 lin41	Danio rerio (Zebrafish) (Brachydanio rerio)	824	trim71	7955
E9PU28	reviewed	IMDH2_RAT	Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205)	Impdh2	Rattus norvegicus (Rat)	514	Impdh2	10116
E9PVA8	reviewed	GCN1_MOUSE	Stalled ribosome sensor GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1)	Gcn1 Gcn1l1	Mus musculus (Mouse)	2671	Gcn1	10090
E9Q555	reviewed	RN213_MOUSE	E3 ubiquitin-protein ligase RNF213 (EC 2.3.2.27) (EC 3.6.4.-) (E3 ubiquitin-lipopolysaccharide ligase RNF213) (EC 2.3.2.-) (Mysterin) (RING finger protein 213)	Rnf213 Mystr	Mus musculus (Mouse)	5148	Rnf213	10090
E9Q5R7	reviewed	NAL12_MOUSE	NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (PYPAF7)	Nlrp12 NALP12	Mus musculus (Mouse)	1054	Nlrp12	10090
F1LP64	reviewed	TRIPC_RAT	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	Trip12	Rattus norvegicus (Rat)	2025	Trip12	10116
F1LRS8	reviewed	CD2AP_RAT	CD2-associated protein	Cd2ap	Rattus norvegicus (Rat)	637	Cd2ap	10116
F1M386	reviewed	RPGF2_RAT	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	Rapgef2 Pdzgef1	Rattus norvegicus (Rat)	1496	Rapgef2	10116
F1MM41	reviewed	ZNRF1_BOVIN	E3 ubiquitin-protein ligase ZNRF1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF1) (Zinc/RING finger protein 1)	ZNRF1	Bos taurus (Bovine)	227	ZNRF1	9913
F1MNN4	reviewed	FBXW7_BOVIN	F-box/WD repeat-containing protein 7 (F-box and WD-40 domain-containing protein 7)	FBXW7 FBW7	Bos taurus (Bovine)	706	FBXW7	9913
F1MSG6	reviewed	RPGF2_BOVIN	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	RAPGEF2 NRAPGEP PDZGEF1	Bos taurus (Bovine)	1486	RAPGEF2	9913
F1PBJ0	reviewed	RPGF2_CANLF	Rap guanine nucleotide exchange factor 2 (Cyclic nucleotide ras GEF) (CNrasGEF) (Neural RAP guanine nucleotide exchange protein) (nRap GEP) (PDZ domain-containing guanine nucleotide exchange factor 1) (PDZ-GEF1) (RA-GEF-1) (Ras/Rap1-associating GEF-1)	RAPGEF2 NRAPGEP PDZGEF1	Canis lupus familiaris (Dog) (Canis familiaris)	1498	RAPGEF2	9615
F1QGH7	reviewed	CTNB1_DANRE	Catenin beta-1 (Beta-catenin)	ctnnb1	Danio rerio (Zebrafish) (Brachydanio rerio)	780	ctnnb1	7955
F1SR90	reviewed	SELS_PIG	Selenoprotein S (SelS)	SELENOS SELS	Sus scrofa (Pig)	190	SELENOS	9823
F4HVS0	reviewed	BTSL2_ARATH	Zinc finger protein BRUTUS-like At1g74770	At1g74770 F25A4.26 F25A4.27	Arabidopsis thaliana (Mouse-ear cress)	1259		3702
F4HZD1	reviewed	JMJ24_ARATH	E3 ubiquitin-protein ligase JMJ24 (EC 2.3.2.27) (Inactive histone demethylase JMJ24) (Jumonji domain-containing protein 24) (AtJMJ24) (Protein JUMONJI 24)	JMJ24 At1g09060 F7G19.7	Arabidopsis thaliana (Mouse-ear cress)	944	JMJ24	3702
F4IDI6	reviewed	BRG2_ARATH	Probable BOI-related E3 ubiquitin-protein ligase 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRG2)	BRG2 At1g79110 YUP8H12R.27	Arabidopsis thaliana (Mouse-ear cress)	358	BRG2	3702
F4IXW2	reviewed	BIG5_ARATH	Brefeldin A-inhibited guanine nucleotide-exchange protein 5 (BIG5) (ARF guanine-nucleotide exchange factor BIG5) (Protein BFA-VISUALIZED ENDOCYTIC TRAFFICKING DEFECTIVE 1) (Protein BEN1) (Protein HOPM INTERACTOR 7) (AtMIN7)	BIG5 BEN1 MIN7 At3g43300 F7K15_150	Arabidopsis thaliana (Mouse-ear cress)	1739	BIG5	3702
F4JP52	reviewed	PQT3_ARATH	E3 ubiquitin ligase PARAQUAT TOLERANCE 3 (EC 2.3.2.27)	PQT3 At4g17410 dl4740w FCAALL.426	Arabidopsis thaliana (Mouse-ear cress)	826	PQT3	3702
F4JVN6	reviewed	TPPII_ARATH	Tripeptidyl-peptidase 2 (EC 3.4.14.10) (Tripeptidyl-peptidase II) (TPPII)	TPP2 At4g20850 T13K14.10	Arabidopsis thaliana (Mouse-ear cress)	1380	TPP2	3702
F5HF68	reviewed	VIRF1_HHV8P	VIRF-1	vIRF-1	Human herpesvirus 8 type P (isolate GK18) (HHV-8) (Kaposi's sarcoma-associated herpesvirus)	449	vIRF-1	868565
F7EQ49	reviewed	GPER1_MACMU	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER1 GPER GPR30	Macaca mulatta (Rhesus macaque)	375	GPER1	9544
F8VPZ5	reviewed	ERCC6_MOUSE	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)	Ercc6 Csb	Mus musculus (Mouse)	1481	Ercc6	10090
F8W2M1	reviewed	HACE1_DANRE	E3 ubiquitin-protein ligase HACE1 (EC 2.3.2.26) (HECT domain and ankyrin repeat-containing E3 ubiquitin-protein ligase 1) (HECT-type E3 ubiquitin transferase HACE1)	hace1	Danio rerio (Zebrafish) (Brachydanio rerio)	904	hace1	7955
G1T469	reviewed	NOD2_RABIT	Nucleotide-binding oligomerization domain-containing protein 2 (OcNOD2)	NOD2	Oryctolagus cuniculus (Rabbit)	1013	NOD2	9986
G3FEX6	reviewed	POLG_JAEVM	Genome polyprotein [Cleaved into: Capsid protein C (Core protein); Protein prM; Peptide pr; Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]		Japanese encephalitis virus (strain M28) (JEV)	3432		2555554
G3V6U9	reviewed	SETD3_RAT	Actin-histidine N-methyltransferase (EC 2.1.1.85) (Protein-L-histidine N-tele-methyltransferase) (SET domain-containing protein 3)	Setd3	Rattus norvegicus (Rat)	596	Setd3	10116
G3V7R4	reviewed	FOXO1_RAT	Forkhead box protein O1 (Forkhead box protein O1A) (Forkhead in rhabdomyosarcoma)	Foxo1 Foxo1a	Rattus norvegicus (Rat)	649	Foxo1	10116
G3V8H4	reviewed	CBLC_RAT	E3 ubiquitin-protein ligase CBL-C (EC 2.3.2.27) (RING-type E3 ubiquitin transferase CBL-C)	Cblc Cbl-3	Rattus norvegicus (Rat)	497	Cblc	10116
G3X9X1	reviewed	KBTB2_MOUSE	Kelch repeat and BTB domain-containing protein 2	Kbtbd2	Mus musculus (Mouse)	623	Kbtbd2	10090
G5E870	reviewed	TRIPC_MOUSE	E3 ubiquitin-protein ligase TRIP12 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase TRIP12) (Thyroid receptor-interacting protein 12) (TR-interacting protein 12) (TRIP-12)	Trip12	Mus musculus (Mouse)	2025	Trip12	10090
G5ECU1	reviewed	SKR1_CAEEL	Skp1-related protein	skr-1 F46A9.5	Caenorhabditis elegans	176	skr-1	6239
G5EFF7	reviewed	UBQL_CAEEL	Ubiquilin	ubql-1 F15C11.2	Caenorhabditis elegans	502	ubql-1	6239
G5EFQ5	reviewed	RUNX1_CAEEL	Runt-related transcription factor rnt-1	rnt-1 mab-2 run-1 B0414.2	Caenorhabditis elegans	301	rnt-1	6239
G5EFT5	reviewed	HSF1_CAEEL	Heat shock transcription factor hsf-1	hsf-1 Y53C10A.12	Caenorhabditis elegans	671	hsf-1	6239
G5EG38	reviewed	CDC16_CAEEL	Cell division cycle protein 16 homolog (Abnormal embryogenesis protein 27) (Anaphase-promoting complex subunit 6) (APC6)	emb-27 apc-6 pod-6 F10B5.6	Caenorhabditis elegans	655	emb-27	6239
H2Q5A1	reviewed	SCNNA_PANTR	Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA)	SCNN1A	Pan troglodytes (Chimpanzee)	692	SCNN1A	9598
I1RNG8	reviewed	ATG1_GIBZE	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	ATG1 FG05547 FGRAMPH1_01T18179	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	944	ATG1	229533
J4W0G2	reviewed	ATG1_BEAB2	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	ATG1 BBA_07025	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	930	ATG1	655819
L0N7N1	reviewed	KIF14_MOUSE	Kinesin-like protein KIF14	Kif14	Mus musculus (Mouse)	1674	Kif14	10090
M0R5D6	reviewed	RN157_RAT	E3 ubiquitin ligase Rnf157 (EC 2.3.2.27) (RING finger protein 157) (RING-type E3 ubiquitin transferase Rnf157)	Rnf157	Rattus norvegicus (Rat)	682	Rnf157	10116
M9MRI4	reviewed	TRIM9_DROME	E3 ubiquitin-protein ligase TRIM9 (EC 2.3.2.27) (Anomalies in sensory axon patterning protein) (asap) (RING-type E3 ubiquitin transferase TRIM9) (Tripartite motif containing protein 9)	Trim9 CG31721	Drosophila melanogaster (Fruit fly)	740	Trim9	7227
M9PBE2	reviewed	HAKAI_DROME	E3 ubiquitin-protein ligase Hakai (EC 2.3.2.27)	Hakai CG10263	Drosophila melanogaster (Fruit fly)	473	Hakai	7227
O00144	reviewed	FZD9_HUMAN	Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)	FZD9 FZD3	Homo sapiens (Human)	591	FZD9	9606
O00213	reviewed	APBB1_HUMAN	Amyloid beta precursor protein binding family B member 1 (Amyloid-beta A4 precursor protein-binding family B member 1) (Protein Fe65)	APBB1 FE65 RIR	Homo sapiens (Human)	710	APBB1	9606
O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	500	NFKBIE	9606
O00231	reviewed	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422	PSMD11	9606
O00232	reviewed	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456	PSMD12	9606
O00233	reviewed	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Homo sapiens (Human)	223	PSMD9	9606
O00308	reviewed	WWP2_HUMAN	NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (Atrophin-1-interacting protein 2) (AIP2) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2)	WWP2	Homo sapiens (Human)	870	WWP2	9606
O00327	reviewed	BMAL1_HUMAN	Basic helix-loop-helix ARNT-like protein 1 (Aryl hydrocarbon receptor nuclear translocator-like protein 1) (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5) (bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	BMAL1 ARNTL BHLHE5 MOP3 PASD3	Homo sapiens (Human)	626	BMAL1	9606
O00444	reviewed	PLK4_HUMAN	Serine/threonine-protein kinase PLK4 (EC 2.7.11.21) (Polo-like kinase 4) (PLK-4) (Serine/threonine-protein kinase 18) (Serine/threonine-protein kinase Sak)	PLK4 SAK STK18	Homo sapiens (Human)	970	PLK4	9606
O00463	reviewed	TRAF5_HUMAN	TNF receptor-associated factor 5 (RING finger protein 84)	TRAF5 RNF84	Homo sapiens (Human)	557	TRAF5	9606
O00472	reviewed	ELL2_HUMAN	RNA polymerase II elongation factor ELL2	ELL2	Homo sapiens (Human)	640	ELL2	9606
O00487	reviewed	PSDE_HUMAN	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310	PSMD14	9606
O00623	reviewed	PEX12_HUMAN	Peroxisome assembly protein 12 (Peroxin-12) (Peroxisome assembly factor 3) (PAF-3)	PEX12 PAF3	Homo sapiens (Human)	359	PEX12	9606
O00635	reviewed	TRI38_HUMAN	E3 ubiquitin-protein ligase TRIM38 (EC 2.3.2.27) (RING finger protein 15) (Tripartite motif-containing protein 38) (Zinc finger protein RoRet)	TRIM38 RNF15 RORET	Homo sapiens (Human)	465	TRIM38	9606
O00762	reviewed	UBE2C_HUMAN	Ubiquitin-conjugating enzyme E2 C (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme C) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme C) (UbcH10) (Ubiquitin carrier protein C) (Ubiquitin-protein ligase C)	UBE2C UBCH10	Homo sapiens (Human)	179	UBE2C	9606
O02718	reviewed	BCL2_BOVIN	Apoptosis regulator Bcl-2	BCL2	Bos taurus (Bovine)	229	BCL2	9913
O02812	reviewed	MK14_CANLF	Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 alpha) (MAP kinase p38 alpha)	MAPK14 CSBP1 CSBP2	Canis lupus familiaris (Dog) (Canis familiaris)	360	MAPK14	9615
O02828	reviewed	TAU_CAPHI	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	MAPT TAU	Capra hircus (Goat)	403	MAPT	9925
O04019	reviewed	PS6AB_ARATH	26S proteasome regulatory subunit 6A homolog B (26S proteasome AAA-ATPase subunit RPT5b) (Proteasome 26S subunit 6A homolog B) (Regulatory particle triple-A ATPase subunit 5b) (Tat-binding protein 1 homolog B) (TBP-1 homolog B)	RPT5B TBP1 At1g09100 F7G19.2	Arabidopsis thaliana (Mouse-ear cress)	423	RPT5B	3702
O04482	reviewed	UCH2_ARATH	Ubiquitin carboxyl-terminal hydrolase 2 (EC 3.4.19.12)	UCH2 At1g65650 F5I14.18	Arabidopsis thaliana (Mouse-ear cress)	330	UCH2	3702
O05306	reviewed	LOGH_MYCTU	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1) (Protein LONELY GUY homolog) (LOG homolog)	log Rv1205 RVBD_1205 LH57_06605 P425_01253	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	187	log	83332
O08574	reviewed	MESP2_MOUSE	Mesoderm posterior protein 2	Mesp2	Mus musculus (Mouse)	370	Mesp2	10090
O08586	reviewed	PTEN_MOUSE	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN (EC 3.1.3.16) (EC 3.1.3.48) (EC 3.1.3.67) (Inositol polyphosphate 3-phosphatase) (EC 3.1.3.-) (Mutated in multiple advanced cancers 1) (Phosphatase and tensin homolog)	Pten Mmac1	Mus musculus (Mouse)	403	Pten	10090
O08623	reviewed	SQSTM_RAT	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)	Sqstm1 Zip	Rattus norvegicus (Rat)	439	Sqstm1	10116
O08759	reviewed	UBE3A_MOUSE	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (HECT-type ubiquitin transferase E3A) (Oncogenic protein-associated protein E6-AP)	Ube3a	Mus musculus (Mouse)	870	Ube3a	10090
O08775	reviewed	VGFR2_RAT	Vascular endothelial growth factor receptor 2 (VEGFR-2) (EC 2.7.10.1) (Fetal liver kinase 1) (FLK-1) (Protein-tyrosine kinase receptor flk-1) (CD antigen CD309)	Kdr Flk1	Rattus norvegicus (Rat)	1343	Kdr	10116
O08785	reviewed	CLOCK_MOUSE	Circadian locomoter output cycles protein kaput (mCLOCK) (EC 2.3.1.48)	Clock	Mus musculus (Mouse)	855	Clock	10090
O08788	reviewed	DCTN1_MOUSE	Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p150-glued)	Dctn1	Mus musculus (Mouse)	1281	Dctn1	10090
O08835	reviewed	SYT11_RAT	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	Syt11	Rattus norvegicus (Rat)	430	Syt11	10116
O08863	reviewed	BIRC3_MOUSE	Baculoviral IAP repeat-containing protein 3 (EC 2.3.2.27) (Cellular inhibitor of apoptosis 2) (C-IAP2) (Inhibitor of apoptosis protein 1) (mIAP1) (RING-type E3 ubiquitin transferase BIRC3)	Birc3	Mus musculus (Mouse)	600	Birc3	10090
O08878	reviewed	GPER1_RAT	G-protein coupled estrogen receptor 1 (Chemoattractant receptor-like 2) (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30) (G-protein coupled receptor 41) (Membrane estrogen receptor) (mER)	Gper1 Cmkrl2 Gper Gpr30 Gpr41	Rattus norvegicus (Rat)	375	Gper1	10116
O08911	reviewed	MK12_MOUSE	Mitogen-activated protein kinase 12 (MAP kinase 12) (MAPK 12) (EC 2.7.11.24) (Extracellular signal-regulated kinase 6) (ERK-6) (Mitogen-activated protein kinase p38 gamma) (MAP kinase p38 gamma) (Stress-activated protein kinase 3)	Mapk12 Sapk3	Mus musculus (Mouse)	367	Mapk12	10090
