Protein.Group	Columns can be as numerous as you want and contain whatever you want.	As long as there is a "Protein.Group" -column, and sample columns that match the sample table exactly.	6136_sample1_replicate1	6135_sample1_replicate2	6137_sample1_replicate3	6127_sample2_replicate1	6128_sample2_replicate2	6129_sample2_replicate3	sample3_replicate1	sample3_replicate2	sample3_replicate3	these_samples_without_sample_group_will_not_be_loaded	sample_without_sample_group_2	sample_without_sample_group_3
Q9NVQ4			4307.71	4522.92	5234.95	3870.96	4598.82	5496.74	4849.97	5445.98	4874.05	5541.08	5072.53	3730.82
P07316			32953.8	34053.7	35321.2	37700.4	38716.3	38134.9	41674.1	42729.1	39526.4	41359.1	40341	40835.6
Q86XD8			5234.85	4645.26	5475.3	5884.04	4682.05	5183.23	4470.03	4626.03	5169.37	4781.12		2259.21
Q86XE0			182289	205650	210187	141429	134823	142237	134323	133847	137155	139138	135971	143492
Q8WUY8			28294.3	26240.2	27682.4	28092.2	29489.4	27961.8	34246.1	39423.2	35003	36910.9	34676.4	39108.8
Q9BVA0			2.22E+06	2.34E+06	2.32E+06	1.74E+06	1.71E+06	1.69E+06	1.62E+06	1.64E+06	1.62E+06	1.58E+06	1.59E+06	1.57E+06
Q6NXE6			1.34E+06	630893	676744	970304	844907	909016	572201	493880	484309	393984	354570	329735
Q8IZF5			966351	834231	761278	923579	752332	1.02E+06	672614	571593	477891	664945	690519	402450
Q6ZS46			53563.2	58408.4	60004.1	22124.7	21691.4	34350.9	24348.1	28565.7	29014.3	22476.1	30087.6	20645.3
P0DSE1			467.914		1052.31	385.593	907.916		854.701	455.486	942.066	718.916	689.083	470.763
P63132			7996.68	6510.26	6254.4	6630.95	5863.54	5711.36	4830.3	5063.6	4794.7	5315.28	5504.13	5373.5
O43603			6862.73	8536.81	7864.51	7638.49	7264.65	6580.42	8484.9	8631.58	8586.59	9192.27	7896.27	9152.51
Q6UXY8			1124.28	681.3	1628.61	841.041		1636.48	1089.63	1299.58	1371.22	1196.09	1638	1800.79
O15027			1446.07	1194.5	1311.07	2056.84	1962.64	1586.62	2325.63	964.661	1763.71	2141.7	1980.89	1637.76
P0DO92			15257.2	15581.3	17092.6	18921.1	15840.7	18186.5	18447.6	18806.7	17472.2	18681.6	16491	18131.2
Q9Y4K1			15173.8	15777.9	15304.9	10136.1	8688.33	7927.68	10313.1	11474.4	9941.29	8936.26	9479.87	7787.52
Q8NFG4			18324.4	20326.6	19329.7	14259.8	13135.2	14140.4	13663.7	12619.1	14839.7	14465.8	14746.1	15844
Q8NEE6			145423	135440	156679	96829.8	103576	116738	121861	120921	105143	111386	109669	106019
Q33E94			4262.09	3810.98	4327.48	6218.06	6121.01	6047.67	5387.97	4248.79	5573.22	3764.7	4609.98	3842.85
P23515			321656	333826	332735	401146	404825	399543	446113	436941	450986	465285	479679	466051
Q9Y6I8			16939.6	15974.3	15445	12335.6	11345.5	12626.5	12785.1	11402.3	12122.5	13680.3	11950.5	9930.75
Q6NXT6			17327.7	18784.1	17115.1	16193.2	17665.2	16212.5	25782.7	24293.9	26772	12517.3	13028.2	14262.1
Q96MN5			52137.2	18107.7	22333.4	61998.8	54604	58888.4	47770.1	66228.5	40065.7	23809.5	29692.4	15207.2
Q8N0Y5			4101.18	4100.99	4978.37	9259.27	6691.67	10013.2	7822.45	8281.88	8113.12	5316.57	4939.64	4689.29
Q08334			12436	11570.1	12202	15308.8	12391	13978	16656.5	15931.2	15569.5	14946.8	13646	15391.3
Q9H7C4						4548.62	2659.46	3147.6			2013.86			
O60830			799.579	1703.19	1831.55	1629.18	1116.62	2008.32	1794.89	2885.58	2291.17	2119.52	2133.82	1471.6
Q9UI42			20434.2	25229.8	24434.7	15699.8	17104	17812.3	26569.8	28054.4	29765.7	19704.6	18812.2	20257.9
Q9Y315			4461.46	5890.25	6114.34	5382.19	6757.94	5585.46	7611.09	6343.22	9391.44	5735.78	6087.96	7610.57
Q9BW72			1087.27	885.221		1833.57	1856.49	2067.98	1684.98	1658.97	2150.18	1711.91	1731.22	2424.85
Q86XU0			37816.8	46433.9	39904.5	40131.1	48690.8	46030.6	39331.4	41368.2	40901.9	38408.7	43000.9	42259
P01766			4021.94	3171	3595.77	2040.8	3250.31	3423.56	2924.43	4452.31	3955.41	4190.49	4254.29	4299.77
Q9NRJ5			5879.77	6099.87	6472.18	2196.51		2929.7	3397.91	3935.05	3271.66	9760.98	9757.92	9016.69
Q9H7U1			19903	17648.4	18206.5	17760.8	18748.3	18407.3	19815.3	19645	20119.4	19764.1	20853.6	21092.1
Q9Y4Z2			13513.7	13236.5	14715.5	15865.4	16128.3	16495.1	16073.4	15326.3	15082.4	17373.5	13910.2	16910.5
Q9P109			5434.58	9062.56	10177.4		2890.36	3450.45			3874.05	4665.34	5249.02	7104.84
O43157			537690	527790	532484	440194	426896	435844	349754	351784	340331	355829	343311	351443
P55199			17448.2	19062.9	16620.8	19452.1	16761.6	19654.9	19609.1	19407.3	21149.5	15131.4	17946	21195
Q96CJ1			15198.6		10789.9	11715	8741.03	12298.4	9855.45	13222.3	7917.71	8390.1	10119	7761.87
P43897			2627.14		2805.51	3770.05	3051.37	2618.56	2728.53	1873.95	2920.84	2659.57	2989.08	2231.74
Q9BZI1			706305	685527	707333	487331	508833	492550	444622	434850	439848	447154	444792	452491
A0A3B3IRV3			57502.1	60552.9	61104.3	69423.4	68762.7	75832.5	60957.5	57966.6	58139.3	55320.9	56852.1	57146.7
P01732			16373.3	17994.9	19112.2	20695.1	20149.5	20066.6	21568	24004.5	20860.4	22634.4	20947.1	22708.6
O95865			7377.08	4663.04	5188.73	4508.03	4314.68	4736.05	4038.97	3975.93	4652.47	5186.75	3688.14	3652.35
Q9H9Q2			66359.8	67389.4	67911	69156.3	68388	72774.5	75904.8	73085.1	72785.3	73492.5	72773.6	74514.8
Q6ZU52			43168.9	45071.5	42940.2	32846.4	34661.1	35978.5	29462.5	27527.4	28371.8	27465.7	28945.8	28508.3
O60869			93553.3	118730	122907	114168	102587	125118	111661	103220	104019	92119.9	88514.7	85704.6
Q6NT52			6785.55	7071.64	7013.65	7625.78	8882.83	9745.08	8770.25	7812.62	8375.38	8716.17	9030	9086.28
O75106			16156.3	17066.8	16769.3	19214.7	18134.7	19716	19970.4	20520.3	21123.2	21320.1	20882.6	20817.1
Q05901				5162.47	2738.98	2757.8	2842.61		2552.61		3548.27	2826.98	4167.64	4107.03
A8MXZ3			16382.2	15277.9	14660.9	12184.7	12543.1	11866.5	12916	13259.3	14789.4	14257	14015.8	13703.1
Q8IV38			9678.62	8586.01	7206.06	6677.57	7148.95	7345.94	6148.87	5486.42	5412.71	5605.22	5952.84	5369.18
Q6UN15			15952.9	10076.8		28522.4		24352.2	7662.3				10539	4250.35
P28221			20658.9	18971.7	20352.6	20743.6	24713.3	23691.7	27162.5	29804.8	26878.4	29186.3	27914.7	26254.3
Q5JVF3			43588.3	44463.7	38600.4	35435.1	33209	32117.2	32345.3	32858.6	32577.1	31690	29410.3	29425.6
P30038			64236.8	67438.1	66753.2	71352.9	71178.4	71884.6	66485.8	69607.8	69606.8	67843.2	69937.9	75831.9
Q9NVR0			86512.2	65337	72455.4	50372.6	52943.9	60082.1	46015.4	47019.7	56523.5	51660.2	49398.9	53510.8
Q9UNY4			9070.77	6027.22	6701.4	8827.14	6743.35	7368.39	5907.48	8495.22	6655.17	5946.07	5533.38	6760.55
Q9BVG3			9052.49	8346.58	10016.5	8892.62	7848.61	8277.85	8197.44	7985.13	8217.22	7737.63	7454.6	7009.81
Q6NUP7			48702	37641.6	30679.3	43813	51445.3	41314.1	32764.4	58356.3	42705.2	25886.1	17526.4	18092.7
Q53H64			34899.1	41769.3	40947.6	39542.2	37000.4	38101.5	32913.2	33428.6	34174.3	33360.1	33087.6	32573.3
Q9GZQ4			45055.7	46220.3	44962.3	44410.3	40135.3	43637.4	33950.4	35753.9	33542	35734.4	33834.4	29625.7
Q9Y397			91849.6	105645	108610	45222.8	47564.3	48465.3	58914.8	67134.9	72051	65920	70642	65382.8
Q6UX71			4027.63	5406.78	5744.52	5218.72	5832.74	5512.01	6911.93	6620.76	7022.97	7577.87	6429.32	7297.44
Q8TDR4			7477.4	7539.43	6121.35	6644.45	6750.07	6229.45	5956.93	6140.19	5683.35	6798.2	6035.6	7101.85
Q8TBE1			9157.5	8894.22	6393.63	6909.66	7429.72	6945.21	7696.2	6133.55	7075.3	6210.6	5950.2	5512.09
Q9NQ50			108694	124152	130076	119711	112185	112817	121870	122954	118397	137406	127779	138072
O14967			57257.1	61728.6	58218.6	52091.4	51699.9	52983.7	50118.1	51298.7	51794.6	50537.7	50772.9	50282.3
Q8NH04			11185.9	12201.8	12032.1	15219.8	14134	14533.4	13370.3	14412.3	13387	12203.6	10697.2	9943.26
Q5SY85			36997.4	33677.2	38236.7	29713.7	30099.2	30111.1	36433.3	36689.5	39967.3	37323.6	38918.7	41496.9
Q53EZ4			31589.8	24935.2	27351.8	17827.4	19606.1	16717.8	31926	28831.9	30908.3	20829.3	24554.3	22973.4
Q16890					470.457			286.156					185.816	346.37
Q9H098			3386.57	3852.33	3508.93	2331.42	3599.35		3331.88	3270.28	3176.71	4112.94	3371.26	4310.66
Q9BPX5			92783.1	100544	105489	80896.4	68683.8	73168.8	63748.4	69646.9	72820.6	67196	67519	69032.8
Q6UXG8			24588.6	23268.6	21959.1	19800.6	17464	16267.7	16352	15838.1	15645.8	16203.5	15924.6	16189.6
Q8N584			6100.22	6754.03	6506.05	4807.05	4588.99	4580.3	4587.27	4095.7	4245.52	4257.5	4651.3	4462.2
Q9Y5Z6			7577.83	6242.96	5264.57	3130.09	4976.51	4714.03	3873.17	3963.04	4884.77	4228.61	5117.98	5534.7
Q9HBJ0			8686.76	9178.78	9598.23	5141.56	4594.43	4677.34	6093.71	6152.75	7352.93	6892.41	7430.28	6453.32
Q13332			11225.2	11239.5	12499	8569.96					8933.6		6430.73	
Q7L5N7			52658.1	69666	60759.4	64600.9	67321.7	57723.2	58032.7	61453.7	60261.1	52580.2	51242.3	51838.5
Q14055			26394	25851.6	27360.6	17684.5	18720.1	21608.7	19910.3	23952.2	14814.6	23852.2	25234.1	27734.7
P60228			7296.61	8101.12	7236.12	6492.06	5241.81	5852.95	7315.68	6101.15	6405.57	6522.14	6693.43	6848.48
P49137			5994.89	7588.25	5859.58	4182.99	5783.28	3233.31	4776.56	3841.27	4791.04	5144.99	4590.6	4757.23
P78396			14718.1	11958.6	11462.4	12705.2	12436	13048.8	10251.7	9838.58	9314.22	9371.5	7914.67	9318
Q5T2N8			22636.7	30131.7	27834.7	34572.4	34751	33626.2	34155.2	30114.3	31292.1	37729.7	39165.2	35259.5
P40818			4114.53	6867.98	6148.23	4963.95	5160.71	4201.94	5840.95	4722.51	4906.58	4834.5	5222.82	5729.03
Q9NRM6			20005.3	22546	19602.9	21824.9	20736.3	24218.3	26147.6	24784	21301.2	22852.8	26203.6	25890.7
P09912			148232	149198	155260	122200	114532	116215	106989	107445	108240	103528	105867	109555
Q0D2H9			95210.9	58783.8	38535	30310.3	40732.4	32233.3	30351	30628	20373.9	23765.4	22053.4	31574.5
Q96M69			2467.58	3313.6	3648.73	3284.49	3171.21	3177.81	3995.5	3962.44	3499.66	4048.42	3779.38	4008.28
Q96FC7			6581.29	5568.39	5938.59	7360.91	6490.55	6929.31	6716.49	7787.25	7344.82	8725.36	8707.85	7565.89
Q8NA42			42201	45050.5	42150	27736.6	28081	27753.4	27972.4	27818.6	30905.4	28032.6	28199.7	27991.2
Q9NW13			124304	136585	122621	135906	131064	127594	125054	122218	127295	122739	122572	120997
Q9BPU9			31045.7	31212.1	32876.8	31172.4	31111.5	33720.6	41565.1	41963.1	41634.4	42723.9	41138	42561.6
Q9UP95			64404.3	52902.4	54233.8	28329.2	35478.7	42489.9	38949.4	34343.3	35546.2	30976.7	31626.9	35888.7
O95685			1186.51	1717.93	1305.31	1513.95	1580.99	1232.59	1526.31	1166.19	1481.72	1568.55	1893.28	1343.27
Q7L211			9212.08	12459.1	9758.77	5320.6	6601.34	5739.99	7097.97	8153.1	8175.81	10168.5	10150.7	7952.72
Q9BYQ6				31314	28174.6		25526.9				13201.8			
Q96H35			1679.2	1407.81			2026.82	2513.4	2356.26	2420.64	1085.37	2191.69	1819.13	2272.69
Q96E09			9414.02	10291.7	8044.53	9231.58	10593.6	8678.8	12570.6	12400.3	13353	13806	13743.8	14226.7
O95171			1708.6	1773.49	1985.52	2982.82	1874.26	2428.96	2609.5	1850.68	2378.03	2467.15	2139.22	2320.6
Q12965			93860.3	98829.9	98325.8	65879.4	69642.8	71370.9	66343.6	62921.7	61478.5	52753.7	58569.1	55899
B2RU33			5651.95	5576.58	5453.88	6462.86	7348.36	6814.75	6812.63	7345.03	7619.94	8117.66	7517.57	8688.36
Q9BTD1			22673.4	21528.8	23265.1	19899.3	20949.9	21926.1	20234.7	20781.6	20252.1	21949.5	21200	21584
Q13516			10389.5	12013.2	11644.9	13954.1	13333.4	15603.3	15327.3	14903.4	14919.3	14783.6	16113	17280.4
P81534			98991.5	93218.8	103146	70755.7	81446.8	80442.2	76940.1	76586.9	74492.3	76734	69839.9	76629
Q9H7P6			18098.1	18781.5	17335.6	8053.1	13678.4	14255.5	16433.9	16746.7	16232.7	16876.3	15144.6	13968.1
P48664			25314.3	30764.1	27200.9	28199.5	26144.1	22610.6	22973.7	25710.2	24592.5	26795.2	24090	27457.4
Q14162			56675.1	39717	36228.1	112675	103120	103806	105549	87802.6	81808.4	108351	78192.1	31380
Q9Y4A9			22798.1	24809.2	21585	37083.2	36954.5	35053.2	33517.7	26240.1	29676.4	25202.4	26817.7	26359
Q6ZP65			22419.6	21300.8	21307	16185.1	15099.3	18228.7	15321.2	14797.9	14885.1	15310.5	15087.4	15075
Q6ZV29			131839	66085.7	118259	143016	112038	123007	102439	91778.5	73904	62096	47912.1	75958.4
Q8N201			16978	17352	15869.1	16613.7	15982.5	14586.7	17419.8	19471.8	17703.9	16818.7	18711.5	20282.7
Q92802			3172.65	14308.2	14479	28128.1	26356.9	26841.1	22500.7	14501.9	16190.8	13795.6	17965.8	8833.19
Q6PEV8			19891.2	22322.6	22172.8	24763.7	25372.7	23805.5	23291.1	26986.6	27008.9	25308.7	25788.4	25846.4
Q14914			5109.73	6559.59	5628.31	6642.88	7158.53	5336.72	7050.59	8641.26	6911.72	6897.44	6641.33	7260.75
O15075			6684.99	7625.47	5931.16	7720.14	6621.41	7372.27	9096.52	8344.49	7785.91	9050.93	9014.53	7479.45
Q5T124			10044.3	10443.9	11709.1	10754.2	11870	12353.9	15312.4	15039	16422.3	15483.2	15772.7	16524.4
O60575			5727.46	6524.01	6366.59	6886.16	6557.94	6760.73	6851.79	6964.51	7387.31	7528.85	7231.99	6942.81
Q9NQX7			74107	82705.7	80360.9	54998	48170.2	48208.6	52779.6	49163.7	50037.6	49666.2	50266.4	53897.7
Q86TZ1			147609	136177	116847	115752	128114	114899	103472	94684.9	81102.9	83771.5	96345.9	62216.5
O75746			124027	78443.3	81825.3	156136	167703	153410	68659.1	73455.2	63665.6	24422.8	41834.3	19486.6
P38432			8956.71	9276.8	7495.19	9178.8	9661.2	9183.75	11331.7	12316.6	12546.1	12996.8	13733.4	13377.8
P50221			757.377	506.525	555.363				371.37	291.722	465.329	401.637	659.125	647.267
P43026			13602.4	11482.8	12017.2	13148.2	11532.4	12501.1	10873.6	9978.07	10090	9334.66	10990.9	10939.1
P59923			59484	44119.1	39555.4	59926.5	52868	56308.1	55728.2	55650	49085.4	57089.9	54332.3	46988.1
P05112			7540.12	5896.95	5753.7	7161.65	6785.04	6117.79	8106.9	6598.75	6468.42	8384.63	7171.19	7111.44
Q8IVK1			26088.5	25845.1	23411.4	17212.5	19314.7	17064.7	18089.6	19731.2	19537	17047.2	18015.1	18370.9
Q8IZP6			35861.5	23587.1	36448.1	44215.9	35902.6	38821.8	27100.7	19507.8	19256.4	18730.2	28555.3	24896.9
Q13563			12224	9389.25	9997.38	12244.1	10241.9	12266.3	9992.17	9527.4	9390.6	9091.53	9908.87	9865.39
P04433			13736.9	10767.2	10757.8	10930.8	9769.87	10815.1	9288.25	9562.73	9082.46	8613.2	8723.87	7483.97
Q7Z408			17532.2	17916.4	17870.4	17524.7	16190.1	16511.5	17019.6	17240	18665.2	18029.6	18842.9	16936.4
Q9P2N2			3155.72	1881.05	1765.34	2531.22	1715.44	2087.1	1586.88	1537.38	1851.42	2276	1769.04	2361.39
O94856			11427.2	11896.3	11793	15247.8	16288.2	15812.4	14515.5	14765.7	14890.5	14402.4	15139.5	14960.7
Q9Y365			347.9	883.449	899.956	2382.94	1692.21	2494.92	1363.47	1472.97	1343.22	1488.24	1126.75	1614.53
P60827			75880.7	87673.2	81886.4	70421.3	74461.1	71299.3	92936.3	89537.1	99581.5	101792	101374	105303
Q9NPR2			144234	208451	185237	216932	235399	203516	221737	213687	219949	253614	210030	259585
P48163			19384.9	20227.8	19536.3	12512.9	12217.8	13491.9	12239	13534.7	12206.5	12546.3	14038.2	13125.7
A8MWE9			15576.2	18628.1	21598.8	14774.3	16986.6	15068.2	15674.4	16953.2	15791.2	17997.7	18221	19016.7
Q03169			1916.24	1598.56	1267.1	1058.47	2508.37	1684.35	906.019	1457.78	1354.53	1384.2	1301.29	1378.04
Q8N8G2			12194.7	11760.4	11723.6	13040.6	11656.1	11112.2	12490.2	12830.3	13748.9	14236.3	14144.7	14468.6
Q96PU8			11332.9	7106.83	10449.6	10751	9882.95	14127.4	10661.3	10223.3	7254.29	6791.84	10071.8	11416.7
O43290			3073.67	3289.65	3587.07	4009.88	2947.61	3523.42	4339.85	5571.74	4477.82	5162.41	5733.99	5715.52
Q6UWJ1			23334	23475.3	23573.6	19387.4	20614.1	19302.9	24346.1	24559.6	25040.9	21754	27996.3	25938
Q8N688			26869.9	25534.3	25863.5	20684.7	23294.9	22538	21917.8	21474.4	21632.8	20349.6	18906.8	20082.4
Q9BQQ3			10535.9	8023.68	6945.74	14377.5	11532.1	13669.7	8132.48	6826.53	5751.73	7438.81	9464.82	4176.88
Q92928			2664.81	2949.86	3121.88	1885.25	2713.56	2076.11	4358.51	3147.81	3112.31	2857.92	3393.28	2506.77
Q0VG06			43983.1	34755.5	38786.1	45765.4	38085.7	39505	37550.9	39740.7	39702.8	41952.7	40669.3	50069.1
A6NC62			96572.6	102943	101888	74508.7	72256.9	71995.9	64387.5	63183.4	62007	56931.6	54652.7	59654.1
Q9UFH2			61614.4	54617.7	56886	82457.8	82039	81684.6	81936.5	83677.5	78705.6	73772.5	82201.1	71112.9
C9JTQ0			107710	99785.3	99680.4	150197	151231	151650	168320	155435	161929	162325	150408	152229
A0A0C5B5G6			675.598	1987.03	1630.7	930.4		1516.21	1161.09	1337.97	1403.11	1480.03	849.12	1094
Q7Z2T5			750.779	451.005	594.354	1377.55	1017.32	770.381	700.522	752.983	1078.89	662.608		921.277
P0DUQ1			185334	161191	168924	122843	139227	123850	117051	97277.7	101395	96552.7	104593	98087.6
Q6P1J9			10742.5	10932.2	8372.03	10441.7	12747.2	10911.3	9269.53	9395.47	9016.63	9131.97	10369.9	9761.7
A6NJZ7			22926.9	20733	21799.9	13876.8	14416.7	14738.4	12068.9	10769.3	11911.4	11016.4	11114.1	8075.37
Q14974			16426.5	19479.2	19939.8	24705.7	24426.3	23071.3	27259.5	27515.4	27371.1	27938.7	27099.8	28574.6
Q06187			34416.6	25469.3	21959.8	29770.7	28930.3	27375.5	27605.2	23316.9	25268	31718.2	25408.4	26740.8
H3BS89			9640.66	11394	9941.57	11117.3	10960.9	11815.8	13083.5	12931.8	13589.9	12659.6	13776.9	13181.8
P61024			14383.1	9911.04	11557.7	24319.6	23353.2	24592.6	15888.2	14919.6	14461.1	19523.7	15275.2	6370.24
Q8WVX3			11574.2	14653.9	14999.7	9078.73	9249.22	8917.48	8727.23	8500.49	10956.9	10360.1	10146.2	9354.97
P0DMP1			46246.7	47839.3	50237.9	38092.6	38126	36329.3	33396.6	33913.1	35450.2	33532.5	34915	32211.6
P16112			12811.5	13965.5	14517.1	11145.4	11861.7	10490.5	11409.7	10964.7	10773.9	11231	10347.1	10189.6
Q6UX40			6635.45	5690.84	4399.29	6325.68	5076.83	5494.13	4457.62	4908.93	4708.23	4320.85	5072.51	5095.09
Q99592			2607.92	1980.04	2044.3	753.421	1081.8	822.684		1047.77	859.092	1312.04	825.73	1665.82
Q6R327			148896	126281	129648	96014.3	86927.2	98723	91144.5	81596.1	88834.4	87948.8	85136	75071.2
P22794			233517	180929	173533	126192	117691	112834	123813	118747	126614	147876	133493	150782
Q9BWT7			53976.4	65648.5	67844.4	44648.8	53983	50577.6	48780.7	46284.2	44210	48872.2	52917.9	48298.5
Q5VIY5			69266.1	80146.3	73755.9	47827	45809.2	48227.7	40824.1	41229.4	41666.2	37001.1	38325.4	37258.4
Q6PEY2			16303.5	17046	15398.5	18590.5	17168.1	18778.5	20130.3	18089.8	20906	23654.8	20061.1	19684.6
Q07065			9333.11	8687.15	8483.46	8712.6	8484.54	8463.57	8519.41	8527.52	9673.02	7928.51	7466.68	8661.36
Q96SF7			24882.2	24932.9	24803.7	22908.4	23023.1	25086.7	23060	22129.7	23601.3	25141.6	26904.3	26717.3
Q9BXD5			27902.2	27740.7	27116.8	26464.9	26029.4	25973.2	26216.1	28188.9	27617.5	28806.5	27660.6	30458.3
Q04900			14409.5	12735.8	11989.2	16769.4	15682.5	15283.8	14674	14679.7	14248.8	15070.5	14987.5	15235.7
Q6UVJ0			20588.2	19152.9	22295.4	14577.2	13950.9	16545.6	11531.8	13807.1	13150.1	11527.7	13098.4	12213.3
P42696			9854.52	10370.6	9056.61	7737.75	8066.38	8469.72	7988.05	8247.44	7976.49	7240.03	7407.99	8864.66
Q9NPF8			15062.4	15867.8	15896.2	16902.4	17037.2	18756.4	18444.8	19029.1	18404.4	19102	19718.8	19731.4
Q9Y5Y0			26771.9	32359.7	35795.3	32278.7	34084.4	38921.3	40051.5	45195.6	43922.9	39533.2	37857.6	44409.3
Q8NGN2			20276.2	16887.8	14322.8	21975.8	19484.8	22222.1	17383.5	19094.3	18471.8	14203.7	16122	10145
Q7Z7A4			11710.1	12084.7	11508.4	15146.8	14632.5	15413.1	15638.4	14832.8	15398.5	15761.2	14510.5	14947.3
Q9NRR1			7138.1	6464.44	8062.13	11095	8736.06	8560.07	5922.19	5005.4	4627.18	4207.89	3510.49	3966.36
P0DMR2			60862.3	51797.2	42712.9	61733.8	70332.9	67576.4	64690.7	55380.2	44650.8	61456.9	85243.4	52492.9
O75398			13325	12149	12503.2	8470.77	7877.49	7792.84	9472.31	9503.32	8644.74	8096.89	9216.51	9858.76
P20155			3258.99	3487.41	3605.13	3203.81	3464.15	4034.43	2978.78	2829.42	2716.12	3499.26	2535.98	3047.21
O15239			12628.8	11872.4	12510.3	13116.3	13978.8	12719.4	9398.11	11103.5	8132.19	7683.26	6525.38	8414.62
P35754			1664.96	2927.53	1912.25		1788.01		3016.3	2492.6	2529.5	2407.8	1828.73	2206.86
A6NCQ9			15389.9	14946.8	16470.4	11015.8	10392.1	10153.7	12119.1	12535.4	13058.3	8976.92	9559.98	10607.7
P11233			33354.9	32010.4	32160.6	44784.9	38855.8	37644.9	39963.2	38836	40076.3	39143	37732.1	36337.6
Q9UPP1					3170.49	2462.87		4871.82	4984.36	5918.16		4537.84	5245.67	4125.55
P26440			22474.2	19738.7	20214.7	28218.9	27556.4	27143.2	27758.8	27942	25654	26513.6	26854.4	25043.4
Q6ZNE9			12288.1	13487.4	15154.2	13185	15914.6	15234.1	16581.9	16295.5	15533	17305.4	15829.8	16760.4
Q8NBC4			2374.35	2083.72		1712.9	2056.37	1153.92	2033.31	2040.25	1590.92	1921.51	2732.81	2144.04
O43824			7110.15	4046.53	2770.9	4923.35	5559.9	5219.7	2585.37	5500.15	4102.5	2158.67		
Q7L7X3			9967.85	7813.65	9614.19	5992.17	4957.63	5593.54	5059.85	5579.88	6214.46	5076.69	5422.98	5775.39
Q9H115			1200.45	1094.34		1302.63	1018.41	1211.89	704.329		439.749	1285.41	790.776	
Q9BTD8			60469.6	64192.4	66859.2	61256.6	59509.2	60678	66980.5	64562.4	62524.1	62379.2	63865.2	69224.4
O60733			21493	17850.9	16991.1	16705.6	20332.2	17065.9	16367.7	16723.5	17698.2	15495.5	15739.9	16517.6
Q5U649			30988.2	35101.3	34616.3	30012.8	33591.9	28034.1	32576.2	34008.8	34143.5	34337.5	36728.5	35880
O75223			6153.39	7030.52	6017.33	4099.2	5002.57	4073.77	4002.04	4775.75	5266.11	3749.51	3882.02	3819.12
Q30KR1			12371.6	11722	12004.2	14130.3	13900.5	15539.2	16028.4	16560.7	16955.5	17628.4	17581.4	16901.1
Q9NRZ9			36540.3	30454.7	35086.6	41820.5	40343.7	41026.8	48277.2	43674.7	40456.7	40966.5	44872.9	41896.4
Q5TGP6			8765.41	8486.96	8022.6	8179.02	6949.45	7464.47	5993.23	5803.14	6076.21	5868.86	5805.75	6239.51
P24043			12961	14396.9	12647.8	14620.1	11737.4	12237.6	10908.7	10199.5	11107.9	8955.4	10224.1	8622.1
Q12798			14950.3	16590.5	14703.9	11488.3	12107.8	10799.1	10245.9	10278.8	9807.17	11247.3	9779.76	10550.8
Q14512			1745.72	2964.59	1445.3	2407.25	3335.68	2653.58	3078.87	2151.96	1952.64	1703.17		2521.28
Q2T9L4			4528.21	4112.3	4770.05	5229.4	4824.22	4121.62	4670.39	5625.33	6355.49	6928.32	5803.67	5814.01
Q8IY33			14372.4	14055.9	15188.6	9796.32	11090.1	12149.2	9706.13	9309.52	9150.33	9567.82	8334.91	9086.12
Q8TDC3			21896.5	30037.4	29546.2	31994	30753.2	29597.4	24543.4	24596.7	27561.4	24107.7	24470.5	23973.8
Q6ZS81			3878.91	3140.89	4877.29	3527.47	6310.48	5687.04	4921.88	4139.02	2810.94			1600.12
P42166				2217.45			2177.85		2218.76			3061.21	1853.11	
Q9BSI4			2550.56	3436.52	2950.77	2519.53	2024.71	3081.24	3392.75	2362.63	2822.93	3544.14	3206.81	3297.93
Q8N883			21021.1	12378.8	14583.4	19299.5	16234.2	18991.2	15959.3	18003.7	16564.4	18150.8	17221.1	12768.7
Q13443			19687	19943.7	16876.1	29146	22843.7	22691.7	31370.2	26938.3	26092	28546.4	24816.5	25830.4
Q969I6			3060.06	2468.96	2618.47	3275.95	2996.77	3386.64	3782.16	2126.15	2893.15	4802.26	3565.31	3860.97
Q96MW5			513043	573015	619689	449128	476941	487325	396175	389240	398307	369080	374883	399698
P17542			94494.8	93612.4	81158.5	99957.9	93636.6	89691	97049.2	98051.8	90315.8	93234.2	89293.9	91856.5
Q13506			23342.2	24679.7	25341.1	22126.8	21062.3	21633.1	19754.7	21299.3	20717	21581.1	19555.2	20944.2
Q8NE28			3335.08	2563.13	4750.36		2099.23		2557.09	3196.63	2413.39	3310.57	2890.92	4090.6
Q4G0Z9			45342.7	43639.2	41180.9	51162.2	47764.2	48869.4	52999.8	54131.1	51309.9	52435.8	56518.5	52905.1
S4R3Y5				2813.09	4434.63		2701.4	3208.68	2600.25	2227.09	2561.23		2363.98	2036.61
Q02325			26540	28536.4	25465.4	25598.2	32414.7	26671.6	15732.8	29319.5	28267.5	26284.4	29824.8	24071.2
Q9BR46			10819.9	9599.76	9108.45	9877.38	11680.3	11295.4	11675.7	10140.9	11680.6	10006.3	11648.7	12203.8
